finalist,year,winner_Nominee,item_award,award_description
Philip Seymour Hoffman,2014,Nominee,DFCC,Best Actor
Philip Seymour Hoffman,2003,Winner,Best Actor,
Philip Seymour Hoffman,2015,Winner,Días de Cine Award,Best Foreign Actor
Philip Seymour Hoffman,2009,Winner,Robert Altman Award,
Philip Seymour Hoffman,2012,Winner,FFCC Award,Best Supporting Actor
Philip Seymour Hoffman,2007,Winner,Jury Award,Best Actor
Philip Seymour Hoffman,2004,Nominee,Genie,Best Performance by an Actor in a Leading Role
Philip Seymour Hoffman,2013,Winner,GAFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2020,Nominee,Gold Derby Award,Supporting Actor of the Decade
Philip Seymour Hoffman,2012,Nominee,Golden Schmoes,Best Supporting Actor of the Year
Philip Seymour Hoffman,2008,Winner,Gotham Independent Film Award,Best Ensemble Performance
Philip Seymour Hoffman,2013,Nominee,HFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Nominee,IGN Award,Best Movie Actor
Philip Seymour Hoffman,2012,Winner,ICP Award,Best Supporting Performance
Philip Seymour Hoffman,2013,Winner,ICS Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Winner,INOCA,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,IOFCP Award,Best Supporting Actor
Philip Seymour Hoffman,2007,Winner,IFCS Award,Best Actor
Philip Seymour Hoffman,2008,Winner,IFC Award,Best Actor
Philip Seymour Hoffman,2013,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
Philip Seymour Hoffman,2012,Winner,KCFCC Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Winner,ALFS Award,Supporting Actor of the Year
Philip Seymour Hoffman,2005,Winner,LAFCA Award,Best Actor
Philip Seymour Hoffman,2008,Winner,NBR Award,Best Acting by an Ensemble
Philip Seymour Hoffman,2013,Nominee,NFS Award,Best Duo
Philip Seymour Hoffman,2013,Nominee,NSFC Award,Best Supporting Actor
Philip Seymour Hoffman,2005,Nominee,NYFCC Award,Best Actor
Philip Seymour Hoffman,2005,Winner,NYFCO Award,Best Actor
Philip Seymour Hoffman,2013,Winner,NCFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,OFCC Award,Best Supporting Actor
Philip Seymour Hoffman,2019,Winner,OFTA Film Hall of Fame,Acting
Philip Seymour Hoffman,2013,Winner,OFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,PFCS Award,Best Actor in a Supporting Role
Philip Seymour Hoffman,2012,Nominee,SDFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2009,Nominee,Golden Capital,Best Actor
Philip Seymour Hoffman,2009,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
Philip Seymour Hoffman,2006,Winner,American Riviera Award,
Philip Seymour Hoffman,2012,Nominee,Satellite Award,Best Actor in a Supporting Role
Philip Seymour Hoffman,2013,Nominee,Actor,Outstanding Performance by a Male Actor in a Supporting Role
Philip Seymour Hoffman,2007,Winner,Critics Award,Best Foreign Actor (Melhor Ator Estrangeiro)
Philip Seymour Hoffman,2012,Winner,SEFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,SLFCA Award,"Special Merit (for best scene, cinematic technique or other memorable aspect or moment)"
Philip Seymour Hoffman,2012,Winner,TFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Nominee,UFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Winner,VFCC Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,Volpi Cup,Best Actor
Philip Seymour Hoffman,2000,Winner,Best Actor,
Philip Seymour Hoffman,2012,Nominee,VVFP Award,Best Actor
Philip Seymour Hoffman,2012,Winner,WAFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2005,Nominee,WIN Award,Actor in Made-for-TV Movie/Miniseries
Christopher Plummer,2018,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Christopher Plummer,2018,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Christopher Plummer,2011,Nominee,Primetime Emmy,Outstanding Voice-Over Performance
Christopher Plummer,2018,Nominee,BAFTA Film Award,Best Supporting Actor
Christopher Plummer,2018,Nominee,Movies for Grownups Award,Best Supporting Actor
Christopher Plummer,2016,Winner,ACTRA Toronto Award,Outstanding Performance - Male
Christopher Plummer,2012,Winner,EDA Award,Best Supporting Actor
Christopher Plummer,1998,Nominee,Annie,Outstanding Individual Achievement for Voice Acting by a Male Performer in an Animated Feature Production
Christopher Plummer,2011,Winner,ACCA,Best Actor in a Supporting Role
Christopher Plummer,1999,Winner,BSFC Award,Best Supporting Actor
Christopher Plummer,2012,Winner,Critics Choice Award,Best Supporting Actor
Christopher Plummer,1978,Nominee,Etrog,Best Performance by a Lead Actor (Feature)
Christopher Plummer,2017,Winner,Lifetime Achievement Award,
Christopher Plummer,2012,Winner,COFCA Award,Best Supporting Actor
Christopher Plummer,2011,Nominee,CFCA Award,Best Supporting Actor
Christopher Plummer,2012,Winner,Chlotrudis Award,Best Supporting Actor
Christopher Plummer,2011,Winner,DFWFCA Award,Best Supporting Actor
Christopher Plummer,2012,Winner,DFCS Award,Best Supporting Actor
Christopher Plummer,2011,Winner,DFCS Award,Best Supporting Actor
Christopher Plummer,2001,Nominee,Video Premiere Award,Best Supporting Actor
Christopher Plummer,2020,Nominee,Golden Carp Film Award - International,Best Ensemble Performance
Christopher Plummer,2012,Winner,Independent Spirit Award,Best Supporting Male
Christopher Plummer,2012,Nominee,Dorian Award,Film Performance of the Year
Christopher Plummer,2010,Nominee,Gemini,Best Performance by an Actor in a Featured Supporting Role in a Dramatic Program or Mini-Series
Christopher Plummer,2009,Nominee,Genie,Best Performance by an Actor in a Leading Role
Christopher Plummer,2020,Nominee,Gold Derby Award,Ensemble Cast
Christopher Plummer,2011,Nominee,Golden Schmoes,Best Supporting Actor of the Year
Christopher Plummer,2011,Winner,Gotham Independent Film Award,Best Ensemble Performance
Christopher Plummer,1986,Nominee,Grammy,Best Recording for Children
Christopher Plummer,2018,Nominee,HFCS Award,Best Supporting Actor
Christopher Plummer,2011,Winner,Hollywood Film Award,Supporting Actor of the Year
Christopher Plummer,2011,Nominee,HFCS Award,Best Supporting Actor
Christopher Plummer,2011,Winner,IFJA Award,Best Supporting Actor
Christopher Plummer,2011,Winner,ICP Award,Best Supporting Performance
Christopher Plummer,2012,Nominee,ICS Award,Best Supporting Actor
Christopher Plummer,2012,Nominee,INOCA,Best Supporting Actor
Christopher Plummer,2012,Nominee,IOFCP Award,Best Supporting Actor
Christopher Plummer,2012,Winner,IFC Award,Best Supporting Actor
Christopher Plummer,2011,Winner,KCFCC Award,Best Supporting Actor
Christopher Plummer,2000,Nominee,Sierra Award,Best Supporting Actor
Christopher Plummer,2012,Nominee,ALFS Award,Supporting Actor of the Year
Christopher Plummer,2011,Winner,LAFCA Award,Best Supporting Actor
Christopher Plummer,2007,Winner,Best Ensemble Cast,
Christopher Plummer,2011,Winner,NBR Award,Best Supporting Actor
Christopher Plummer,2012,Nominee,NSFC Award,Best Supporting Actor
Christopher Plummer,2011,Nominee,NYFCC Award,Best Supporting Actor
Christopher Plummer,2018,Nominee,NCFCA Award,Best Supporting Actor
Christopher Plummer,2012,Winner,NTFCA Award,Best Supporting Actor
Christopher Plummer,2020,Winner,OFTA Film Hall of Fame,Acting
Christopher Plummer,2012,Winner,OFCS Award,Best Supporting Actor
Christopher Plummer,2007,Winner,Best Actor,
Christopher Plummer,2011,Nominee,PFCS Award,Best Actor in a Supporting Role
Christopher Plummer,2011,Nominee,SDFCS Award,Best Supporting Actor
Christopher Plummer,2012,Winner,Modern Master Award,
Christopher Plummer,2011,Winner,Master of Cinema Award,
Christopher Plummer,2011,Nominee,Satellite Award,Best Actor in a Supporting Role
Christopher Plummer,2012,Winner,Actor,Outstanding Performance by a Male Actor in a Supporting Role
Christopher Plummer,2011,Winner,SEFCA Award,Best Supporting Actor
Christopher Plummer,2011,Winner,TFCA Award,Best Supporting Actor
Christopher Plummer,2011,Nominee,UFCA Award,Best Supporting Actor
Christopher Plummer,2015,Nominee,VFCC Award,Best Actor in a Canadian Film
Christopher Plummer,2011,Nominee,VVFP Award,Best Supporting Actor
Christopher Plummer,2011,Nominee,WAFCA Award,Best Supporting Actor
Christopher Plummer,2016,Nominee,WFCC Award,Best Actor
Brian Dennehy,2001,Winner,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
Brian Dennehy,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Brian Dennehy,1993,Winner,American Television Award,Best Actor in a Miniseries
Brian Dennehy,1996,Nominee,ACCA,Best Cast Ensemble
Brian Dennehy,1994,Winner,CableACE,Actor in a Movie or Miniseries
Brian Dennehy,2020,Nominee,Chlotrudis Award,Best Supporting Actor
Brian Dennehy,1996,Nominee,Edgar,Best Television Feature or Miniseries
Brian Dennehy,2001,Nominee,Grammy,Best Spoken Word Album
Brian Dennehy,2003,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Brian Dennehy,2001,Winner,PGA Award,Outstanding Producer of Long-Form Television
Brian Dennehy,2005,Nominee,Satellite Award,"Outstanding Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Brian Dennehy,2001,Winner,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Paul Newman,2003,Nominee,Oscar,Best Actor in a Supporting Role
Paul Newman,2006,Winner,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Paul Newman,2005,Winner,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Paul Newman,2003,Nominee,BAFTA Film Award,Best Performance by an Actor in a Supporting Role
Paul Newman,2015,Nominee,Felix,Best Actor
Paul Newman,2002,Nominee,ACCA,Best Actor in a Supporting Role
Paul Newman,1995,Winner,Silver Berlin Bear,Best Actor
Paul Newman,2000,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama/Romance
Paul Newman,2003,Nominee,Critics Choice Award,Best Supporting Actor
Paul Newman,1987,Nominee,Palme d'Or,
Paul Newman,2003,Nominee,CFCA Award,Best Supporting Actor
Paul Newman,1962,Winner,CEC Award,Best Foreign Actor (Mejor Actor Extranjero)
Paul Newman,2003,Nominee,DFWFCA Award,Best Supporting Actor
Paul Newman,1983,Winner,David,Best Foreign Actor (Migliore Attore Straniero)
Paul Newman,1969,Nominee,DGA Award,Outstanding Directorial Achievement in Motion Pictures
Paul Newman,1972,Nominee,Golden Moon Award,Best Film
Paul Newman,1975,Winner,Gala Tribute,
Paul Newman,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actor of the Decade
Paul Newman,1986,Winner,Golden Apple,Male Star of the Year
Paul Newman,2002,Nominee,Golden Schmoes,Best Supporting Actor of the Year
Paul Newman,1968,Winner,Man of the Year,
Paul Newman,2003,Nominee,INOCA,Best Supporting Actor
Paul Newman,2003,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
Paul Newman,1979,Nominee,Jupiter Award,Best International Actor
Paul Newman,1971,Nominee,Golden Laurel,"Star, Male"
Paul Newman,1962,Winner,Best Actor,
Paul Newman,1986,Winner,NBR Award,Best Actor
Paul Newman,1995,Winner,NSFC Award,Best Actor
Paul Newman,1994,Winner,NYFCC Award,Best Actor
Paul Newman,2005,Winner,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Paul Newman,2003,Nominee,OFCS Award,Best Supporting Actor
Paul Newman,2006,Nominee,PGA Award,Outstanding Producer of Long-Form Television
Paul Newman,2003,Winner,PFCS Award,Best Actor in a Supporting Role
Paul Newman,1968,Winner,Most Popular Male Star,
Paul Newman,1969,Winner,Showmanship Award,Motion Picture
Paul Newman,2005,Nominee,Satellite Award,"Outstanding Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Paul Newman,2006,Winner,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Paul Newman,2002,Nominee,SEFCA Award,Best Supporting Actor
Paul Newman,1992,Winner,Kennedy Center Honors,
Paul Newman,2002,Nominee,TFCA Award,"Best Supporting Performance, Male"
Paul Newman,1994,Winner,Star on the Walk of Fame,Motion Picture
Paul Newman,2002,Nominee,WAFCA Award,Best Supporting Actor
Jessica Walter,1972,Nominee,Golden Globe,Best Actress in a Motion Picture - Drama
Jessica Walter,2005,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Jessica Walter,2013,Nominee,Annie,Voice Acting in an Animated Television or Other Broadcast Venue Production
Jessica Walter,2014,Nominee,BTVA Television Voice Acting Award,Best Female Lead Vocal Performance in a Television Series - Comedy/Musical
Jessica Walter,1963,Winner,Clarence Derwent Award,Best supporting Female (USA)
Jessica Walter,2019,Nominee,Gold Derby TV Award,Comedy Supporting Actress of the Decade
Jessica Walter,2013,Nominee,OFTA Television Award,Best Supporting Actress in a Comedy Series
Jessica Walter,2013,Nominee,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Jessica Walter,2014,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Jessica Walter,2004,Winner,Future Classic Award,
Doris Roberts,2005,Winner,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Doris Roberts,2016,Winner,Action on Film Award,Outstanding Cast Performance - Feature
Doris Roberts,2002,Nominee,AFI Award,Actor of the Year - Female - TV Series
Doris Roberts,2000,Nominee,American Comedy Award,Funniest Supporting Female Performer in a TV Series
Doris Roberts,2015,Winner,Lifetime Achievement Diamond Award,A Life of TV & Film Entertainment
Doris Roberts,2010,Nominee,Gold Derby TV Award,Comedy Supporting Actress of the Decade
Doris Roberts,2015,Nominee,Festival Award,Best Actress in a Short Film (Medium)
Doris Roberts,2002,Nominee,OFTA Television Award,Best Supporting Actress in a Comedy Series
Doris Roberts,2003,Winner,Golden Satellite Award,"Best Actress in a Supporting Role in a Series, Comedy or Musical"
Doris Roberts,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Doris Roberts,2001,Winner,TV Guide Award,Supporting Actress of the Year in a Comedy Series
Doris Roberts,2000,Winner,Q Award,Best Supporting Actress in a Quality Comedy Series
Doris Roberts,2003,Winner,Star on the Walk of Fame,Live Performance
Peter Boyle,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
Peter Boyle,2000,Nominee,American Comedy Award,Funniest Supporting Male Performer in a TV Series
Peter Boyle,2005,Winner,Gold Derby TV Award,Comedy Supporting Actor
Peter Boyle,2003,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
Peter Boyle,1996,Winner,Universe Reader's Choice Award,Best Guest Actor in a Genre TV Series
Peter Boyle,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Peter Boyle,1999,Nominee,Q Award,Best Supporting Actor in a Quality Comedy Series
Jeffrey Tambor,2017,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Musical or Comedy
Jeffrey Tambor,2017,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Jeffrey Tambor,2003,Nominee,Movies for Grownups Award,Best Grownup Love Story
Jeffrey Tambor,2017,Winner,BTVA People's Choice Voice Acting Award,Best Vocal Ensemble in a Television Series
Jeffrey Tambor,2001,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Comedy
Jeffrey Tambor,1997,Nominee,CableACE,Actor in a Comedy Series
Jeffrey Tambor,2016,Winner,Critics' Choice TV Award,Best Actor in a Comedy Series
Jeffrey Tambor,1999,Nominee,Daytime Emmy,Outstanding Performer in an Animated Program
Jeffrey Tambor,2017,Winner,Dorian Award,TV Performance of the Year - Actor
Jeffrey Tambor,2017,Nominee,Gold Derby TV Award,Comedy Lead Actor
Jeffrey Tambor,2015,Winner,STARmeter Award,
Jeffrey Tambor,2017,Winner,Israel Film Festival Award,Achievement in Television Award
Jeffrey Tambor,2012,Nominee,Best Actor,
Jeffrey Tambor,2017,Nominee,OFTA Television Award,Best Actor in a Comedy Series
Jeffrey Tambor,2017,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Jeffrey Tambor,2017,Nominee,Actor,Outstanding Performance by a Male Actor in a Comedy Series
Jeffrey Tambor,2015,Nominee,TCA Award,Individual Achievement in Comedy
Jeffrey Tambor,2017,Winner,Star on the Walk of Fame,Television
Jeffrey Tambor,2012,Winner,Lifetime Achievement Award,
Jeffrey Tambor,2005,Nominee,WIN Award,Actor in Made-for-TV Movie/Miniseries
Debra Winger,1994,Nominee,Oscar,Best Actress in a Leading Role
Debra Winger,1994,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
Debra Winger,2005,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Debra Winger,1994,Nominee,BAFTA Film Award,Best Actress
Debra Winger,2009,Nominee,Movies for Grownups Award,Best Supporting Actress
Debra Winger,2009,Nominee,Critics Choice Award,Best Acting Ensemble
Debra Winger,1994,Nominee,CFCA Award,Best Actress
Debra Winger,1984,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
Debra Winger,2009,Nominee,Independent Spirit Award,Best Supporting Female
Debra Winger,2009,Nominee,Gold Derby Award,Ensemble Cast
Debra Winger,2008,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Debra Winger,1993,Nominee,LAFCA Award,Best Actress
Debra Winger,1991,Nominee,NSFC Award,Best Actress
Debra Winger,2008,Nominee,NYFCC Award,Best Supporting Actress
Debra Winger,2010,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Debra Winger,1984,Nominee,People's Choice Award,Favorite Motion Picture Actress
Debra Winger,1983,Winner,ShoWest Award,Female Star of the Year
Debra Winger,1994,Winner,Best Actress Award,
Debra Winger,2014,Winner,Lifetime Achievement Award,
Debra Winger,2002,Winner,Master Screen Artist Tribute,
Debra Winger,2011,Nominee,WIN Award,Actress Drama Series
Brad Garrett,2005,Winner,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
Brad Garrett,2010,Nominee,Gold Derby TV Award,Comedy Supporting Actor of the Decade
Brad Garrett,2003,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
Brad Garrett,2006,Nominee,Prism Award,Performance in a TV Comedy Series
Brad Garrett,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Brad Garrett,2003,Nominee,TCA Award,Individual Achievement in Comedy
Brad Garrett,2001,Nominee,TV Guide Award,Supporting Actor of the Year in a Comedy Series
