finalist,year,winner_Nominee,item_award,award_description
Laura Dern,2007,Nominee,Chlotrudis Award,Best Actress
Laura Dern,2020,Winner,CinEuphoria,Best Supporting Actress - International Competition
Laura Dern,2013,Nominee,Critics' Choice TV Award,Best Actress in a Comedy Series
Laura Dern,2019,Winner,DFWFCA Award,Best Supporting Actress
Laura Dern,2017,Winner,Special Achievement Award,
Laura Dern,2020,Winner,DFCS Award,Best Supporting Actress
Laura Dern,2019,Winner,DFCS Award,Best Supporting Actress
Laura Dern,2014,Winner,Gregory Peck Award: For Excellence in The Art of Film,
Laura Dern,2019,Nominee,Jury Award,Best Supporting Actress
Laura Dern,2017,Winner,Woman of the Year,
Laura Dern,2020,Winner,Golden Carp Film Award - International,Best Ensemble Performance
Laura Dern,2020,Winner,Robert Altman Award,
Laura Dern,2019,Winner,FFCC Award,Best Supporting Actress
Laura Dern,2020,Nominee,Dorian Award,Film Performance of the Year - Supporting Actress
Laura Dern,2020,Nominee,GAFCA Award,Best Supporting Actress
Laura Dern,2020,Winner,Gold Derby Award,Supporting Actress
Laura Dern,2019,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Laura Dern,2019,Winner,Tribute Award,
Laura Dern,2019,Nominee,GWNYFCA Award,Best Supporting Actress
Laura Dern,2020,Winner,HFCS Award,Best Supporting Actress
Laura Dern,2020,Nominee,HCA Award,Best Supporting Actress
Laura Dern,2019,Winner,Hollywood Film Award,Supporting Actress of the Year
Laura Dern,2020,Nominee,HFCS Award,Best Supporting Actress
Laura Dern,2020,Nominee,Huading Award,Best Global Supporting Actress in a Motion Picture
Laura Dern,2019,Winner,ICP Award,Best Supporting Actress
Laura Dern,2020,Nominee,ICS Award,Best Supporting Actress
Laura Dern,2020,Winner,IFC Award,Best Supporting Actress
Laura Dern,2007,Nominee,IOMA,Best Actress (Miglior attrice protagonista)
Laura Dern,2019,Nominee,KCFCC Award,Best Supporting Actress
Laura Dern,2020,Nominee,LEJA Award,Best Performance by an Actress in a Supporting Role
Laura Dern,2020,Winner,ALFS Award,Supporting Actress of the Year
Laura Dern,1985,Winner,New Generation Award,
Laura Dern,1996,Winner,Best Actress,
Laura Dern,2019,Winner,Museum of Modern Art Film Benefit Honoree,Museum of Modern Art Film Benefit Honoree
Laura Dern,2020,Nominee,MCFCA Award,Best Supporting Actress
Laura Dern,2020,Winner,NSFC Award,Best Supporting Actress
Laura Dern,2019,Winner,NYFCC Award,Best Supporting Actress
Laura Dern,2019,Winner,NYFCO Award,Best Supporting Actress
Laura Dern,2020,Nominee,NCFCA Award,Best Supporting Actress
Laura Dern,2020,Winner,NDFS Award,Best Supporting Actress
Laura Dern,2019,Nominee,NTFCA Award,Best Supporting Actress
Laura Dern,2019,Nominee,OFCC Award,Best Supporting Actress
Laura Dern,2019,Nominee,OAFFC Award,Best Supporting Female
Laura Dern,2020,Nominee,OFTA Film Award,Best Supporting Actress
Laura Dern,2020,Nominee,OFCS Award,Best Supporting Actress
Laura Dern,2020,Winner,Career Achievement Award,
Laura Dern,2019,Nominee,PCC Award,Best Supporting Actress
Laura Dern,2019,Winner,PFCS Award,Best Actress in a Supporting Role
Laura Dern,2019,Nominee,SDFCS Award,Best Supporting Actress
Laura Dern,2019,Nominee,SFFCC Award,Best Supporting Actress
Laura Dern,2020,Nominee,Sant Jordi,Best Actress in a Foreign Film (Mejor Actriz en Película Extranjera)
Laura Dern,2020,Winner,Cinema Vanguard Award,
Laura Dern,2019,Nominee,Satellite Award,Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television
Laura Dern,2020,Winner,Actor,Outstanding Performance by a Female Actor in a Supporting Role
Laura Dern,2019,Nominee,Seattle Film Critics Award,Best Supporting Actress
Laura Dern,2019,Winner,SEFCA Award,Best Supporting Actress
Laura Dern,2019,Winner,SLFCA Award,Best Supporting Actress
Laura Dern,1999,Winner,Tribute to Independent Vision Award,
Laura Dern,2019,Winner,TFCA Award,Best Supporting Actress
Laura Dern,2019,Winner,VFCC Award,Best Supporting Actress
Laura Dern,2014,Nominee,VVFP Award,Best Supporting Actress
Laura Dern,2010,Winner,Star on the Walk of Fame,Motion Picture
Laura Dern,2019,Nominee,WAFCA Award,Best Supporting Actress
Meryl Streep,2018,Nominee,Oscar,Best Performance by an Actress in a Leading Role
Meryl Streep,2020,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Meryl Streep,2020,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Meryl Streep,2017,Nominee,BAFTA Film Award,Best Leading Actress
Meryl Streep,2016,Nominee,Felix,Best Actress
Meryl Streep,2015,Nominee,AACTA International Award,Best Supporting Actress
Meryl Streep,2018,Nominee,Movies for Grownups Award,Best Actress
Meryl Streep,2015,Nominee,Saturn Award,Best Supporting Actress
Meryl Streep,1987,Winner,TV Prize,Best Foreign TV Personality - Female (Bästa utländska kvinna)
Meryl Streep,2015,Nominee,EDA Female Focus Award,Actress Defying Age and Agism
Meryl Streep,1993,Nominee,American Comedy Award,Funniest Actress in a Motion Picture (Leading Role)
Meryl Streep,2004,Winner,Life Achievement Award,
Meryl Streep,1980,Winner,Marquee,Best Supporting Actress
Meryl Streep,1989,Winner,AFI Award,Best Actress in a Lead Role
Meryl Streep,2011,Nominee,ACCA,Best Actress in a Leading Role
Meryl Streep,2015,Winner,Britannia Award,Stanley Kubrick Britannia Award for Excellence in Film
Meryl Streep,2012,Winner,Honorary Golden Berlin Bear,
Meryl Streep,2000,Nominee,Blockbuster Entertainment Award,Favorite Actress - Drama
Meryl Streep,2011,Nominee,BSFC Award,Best Actress
Meryl Streep,2012,Nominee,British Independent Film Award,Best Actress
Meryl Streep,2020,Nominee,Critics Choice Award,Best Supporting Actress in a Drama Series
Meryl Streep,1989,Winner,Best Actress,
Meryl Streep,2013,Winner,Capri Actress Award,
Meryl Streep,2012,Nominee,COFCA Award,Best Actress
Meryl Streep,2013,Nominee,CFCA Award,Best Actress
Meryl Streep,1997,Nominee,Chlotrudis Award,Best Supporting Actress
Meryl Streep,2013,Nominee,Cinema Bloggers Award,Best Actress - International Competition
Meryl Streep,2019,Nominee,CinEuphoria,Best Ensemble - International Competition
Meryl Streep,2017,Winner,Distinguished Collaborator Award,
Meryl Streep,2013,Nominee,CCOP,Best Actress (Melhor Atriz)
Meryl Streep,2003,Winner,Honorary César,
Meryl Streep,2017,Nominee,DFWFCA Award,Best Actress
Meryl Streep,1986,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
Meryl Streep,2018,Nominee,DFCS Award,Best Actress
Meryl Streep,2014,Nominee,DFCS Award,Best Ensemble
Meryl Streep,2009,Nominee,DFCC,Best Actress
Meryl Streep,2002,Winner,Icon Award,
Meryl Streep,2012,Nominee,Empire Award,Best Actress
Meryl Streep,2020,Winner,Golden Carp Film Award - International,Best Ensemble Performance
Meryl Streep,2008,Winner,Gala Tribute,
Meryl Streep,2003,Winner,FFCC Award,Best Supporting Actress
Meryl Streep,1982,Nominee,Fotogramas de Plata,Best Foreign Movie Performer (Mejor intérprete extranjero)
Meryl Streep,2018,Winner,Timeless Award,
Meryl Streep,2014,Winner,Giffoni Award,Giffoni Fellowship Award
Meryl Streep,2020,Nominee,Gold Derby Award,Ensemble Cast
Meryl Streep,2009,Winner,Golden Camera,Best International Actress
Meryl Streep,2009,Nominee,Golden Schmoes,Best Actress of the Year
Meryl Streep,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Meryl Streep,2005,Winner,Gracie,Outstanding Female Lead in a Drama Special
Meryl Streep,2006,Nominee,Grammy,Best Spoken Word Album for Children
Meryl Streep,1980,Winner,Woman of the Year,
Meryl Streep,2013,Winner,Hollywood Film Award,Ensemble of the Year
Meryl Streep,2013,Nominee,HFCS Award,Best Actress
Meryl Streep,2014,Nominee,IGN Award,Best Movie Supporting Actress
Meryl Streep,2009,Nominee,IFJA Award,Best Actress
Meryl Streep,2009,Nominee,ICP Award,Best Lead Performance
Meryl Streep,2010,Nominee,ICS Award,Best Actress
Meryl Streep,2015,Nominee,INOCA,Best Supporting Actress
Meryl Streep,2012,Nominee,IOFCP Award,Best Actress in a Leading Role
Meryl Streep,2012,Nominee,IFC Award,Best Actress
Meryl Streep,2012,Nominee,IFTA Award,Best International Actress
Meryl Streep,1986,Nominee,Silver Ribbon,Best Foreign Actress (Migliore Attrice Straniera)
Meryl Streep,2012,Winner,IOMA,Best Actress (Miglior attrice protagonista)
Meryl Streep,2019,Nominee,Jupiter Award,Best International Actress
Meryl Streep,2009,Winner,KCFCC Award,Best Actress
Meryl Streep,2015,Nominee,Blimp Award,Favorite Villain
Meryl Streep,2003,Winner,Screen Idol Award,Best Performance by an Actress in a Leading Role
Meryl Streep,2002,Nominee,Sierra Award,Best Supporting Actress
Meryl Streep,2012,Winner,ALFS Award,Actress of the Year
Meryl Streep,1985,Winner,LAFCA Award,Best Actress
Meryl Streep,2012,Winner,MINY,Honoree
Meryl Streep,2004,Winner,Stanislavsky Prize,
Meryl Streep,2004,Nominee,Grace Award,Most Inspirational Television Acting
Meryl Streep,2015,Winner,MTV Movie Award,Best Villain
Meryl Streep,2017,Winner,NBR Award,Best Actress
Meryl Streep,2008,Winner,National Movie Award,Best Performance - Female
Meryl Streep,2012,Nominee,NSFC Award,Best Actress
Meryl Streep,2013,Winner,NFCS Award,Best Actress
Meryl Streep,2011,Winner,NYFCC Award,Best Actress
Meryl Streep,2011,Winner,NYFCO Award,Best Actress
Meryl Streep,1983,Winner,Muse Award,
Meryl Streep,2018,Nominee,NCFCA Award,Best Actress
Meryl Streep,2017,Nominee,NTFCA Award,Best Actress
Meryl Streep,2009,Winner,OFCC Award,Best Actress
Meryl Streep,2020,Nominee,OFTA Film Award,Best Ensemble
Meryl Streep,2012,Nominee,OFCS Award,Best Actress
Meryl Streep,2003,Winner,Commander of the Order of Arts and Letters,
Meryl Streep,2019,Winner,Ensemble Cast Award,
Meryl Streep,2017,Nominee,People's Choice Award,Favorite Dramatic Movie Actress
Meryl Streep,2016,Nominee,PFCS Award,Best Actress in a Leading Role
Meryl Streep,2014,Nominee,Prism Award,Performance in a Feature Film
Meryl Streep,2013,Winner,Rembrandt Award,Best International Actress (Beste Buitenlandse Actrice)
Meryl Streep,2012,Winner,RAFA,Best Actress
Meryl Streep,2009,Winner,Golden Marc'Aurelio Acting Award,
Meryl Streep,2003,Nominee,Golden Aries,Best Foreign Actress
Meryl Streep,2014,Nominee,Georges Award,Best Foreign Actress of the Decade
Meryl Streep,2009,Nominee,SDFCS Award,Best Actress
Meryl Streep,2013,Nominee,SFFCC Award,Best Actress
Meryl Streep,2008,Winner,Donostia Lifetime Achievement Award,
Meryl Streep,2004,Nominee,Sant Jordi,Best Foreign Actress (Mejor Actriz Extranjera)
Meryl Streep,2019,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television"
Meryl Streep,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Meryl Streep,2017,Nominee,Seattle Film Critics Award,Best Actress
Meryl Streep,2013,Winner,Audience Award,Best Foreign Actress (Melhor Atriz Estrangeira)
Meryl Streep,2018,Winner,President's Award,
Meryl Streep,2011,Winner,SEFCA Award,Best Actress
Meryl Streep,2017,Nominee,SLFCA Award,Best Actress
Meryl Streep,2006,Nominee,Teen Choice Award,Movies - Choice Chemistry
Meryl Streep,1998,Winner,Silver Medallion Award,
Meryl Streep,2011,Winner,Kennedy Center Honors,
Meryl Streep,2011,Nominee,TFCA Award,Best Actress
Meryl Streep,2019,Winner,Tribute Actor Award,
Meryl Streep,2002,Winner,UFCA Award,Best Supporting Actress
Meryl Streep,1986,Winner,Best Actress,
Meryl Streep,2012,Nominee,VFCC Award,Best Actress
Meryl Streep,2011,Nominee,VVFP Award,Best Actress
Meryl Streep,1998,Winner,Star on the Walk of Fame,Motion Picture
Meryl Streep,2017,Nominee,WAFCA Award,Best Actress
Meryl Streep,2015,Winner,WFCC Award,Women's Work/Best Ensemble
Meryl Streep,1998,Winner,Crystal Award,
Meryl Streep,2018,Nominee,WIN Award,Outstanding Actress Feature Film
Meryl Streep,1990,Winner,Yoga Award,Worst Foreign Actress
Helena Bonham Carter,2011,Nominee,Oscar,Best Performance by an Actress in a Supporting Role
Helena Bonham Carter,2020,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Helena Bonham Carter,2020,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Helena Bonham Carter,2020,Nominee,BAFTA TV Award,Supporting Actress
Helena Bonham Carter,2013,Nominee,Felix,Best Supporting Actress
Helena Bonham Carter,2008,Nominee,Saturn Award,Best Actress
Helena Bonham Carter,2011,Nominee,EDA Award,Best Supporting Actress
Helena Bonham Carter,2006,Nominee,Annie,Best Voice Acting in an Animated Feature Production
Helena Bonham Carter,2012,Winner,ACCA,Best Cast Ensemble
Helena Bonham Carter,2011,Winner,Britannia Award,British Artist of the Year
Helena Bonham Carter,2013,Winner,Tiantian Award,Best Supporting Actress
Helena Bonham Carter,1997,Winner,Film Excellence Award,
Helena Bonham Carter,1997,Winner,BSFC Award,Best Actress
Helena Bonham Carter,2012,Winner,BFI Fellowship,
Helena Bonham Carter,2015,Nominee,British Independent Film Award,Best Supporting Actress
Helena Bonham Carter,2020,Nominee,Critics Choice Award,Best Supporting Actress in a Drama Series
Helena Bonham Carter,2011,Nominee,Broadcasting Press Guild Award,Best Actress
Helena Bonham Carter,2013,Nominee,COFCA Award,Best Ensemble
Helena Bonham Carter,2010,Nominee,CFCA Award,Best Supporting Actress
Helena Bonham Carter,1998,Winner,Chlotrudis Award,Best Actress
Helena Bonham Carter,2011,Winner,CinEuphoria,Best Supporting Actress - Audience Award
Helena Bonham Carter,2014,Nominee,Critics' Choice TV Award,Best Actress in a Movie/Miniseries
Helena Bonham Carter,2010,Nominee,DFWFCA Award,Best Supporting Actress
Helena Bonham Carter,2011,Nominee,DFCS Award,Best Supporting Actress
Helena Bonham Carter,2010,Nominee,DFCS Award,Best Supporting Actress
Helena Bonham Carter,2011,Nominee,Empire Award,Best Actress
Helena Bonham Carter,2008,Winner,Evening Standard British Film Award,Best Actress
Helena Bonham Carter,1994,Nominee,Chainsaw Award,Best Supporting Actress
Helena Bonham Carter,1996,Winner,International Fantasy Film Award,Best Actress
Helena Bonham Carter,1996,Winner,Genie,Best Performance by an Actress in a Leading Role
Helena Bonham Carter,2020,Winner,Gold Derby TV Award,Drama Supporting Actress
Helena Bonham Carter,2007,Nominee,Golden Schmoes,Best Actress of the Year
Helena Bonham Carter,2010,Winner,Hollywood Film Award,Supporting Actress of the Year
Helena Bonham Carter,2010,Nominee,HFCS Award,Best Supporting Actress
Helena Bonham Carter,2010,Winner,Emmy,Best Performance by an Actress
Helena Bonham Carter,2012,Nominee,IOFCP Award,Best Supporting Actress
Helena Bonham Carter,2011,Nominee,IFC Award,Best Supporting Actress
Helena Bonham Carter,2011,Nominee,IFTA Award,Best International Actress
Helena Bonham Carter,1989,Nominee,European Silver Ribbon,
Helena Bonham Carter,2011,Winner,IOMA,Best Supporting Actress (Miglior attrice non protagonista)
Helena Bonham Carter,2015,Nominee,Jupiter Award,Best International Actress
Helena Bonham Carter,1997,Winner,KCFCC Award,Best Actress
Helena Bonham Carter,2017,Nominee,Blimp Award,Favorite Villain
Helena Bonham Carter,1998,Winner,Sierra Award,Best Actress
Helena Bonham Carter,2013,Winner,Dilys Powell Award,
Helena Bonham Carter,1997,Winner,LAFCA Award,Best Actress
Helena Bonham Carter,2010,Nominee,MTV Movie Award,Best Villain
Helena Bonham Carter,2012,Winner,NBR Award,Best Acting by an Ensemble
Helena Bonham Carter,2011,Nominee,National Movie Award,Performance of the Year
Helena Bonham Carter,1998,Nominee,NSFC Award,Best Actress
Helena Bonham Carter,1997,Nominee,NYFCC Award,Best Actress
Helena Bonham Carter,2011,Nominee,NTFCA Award,Best Supporting Actress
Helena Bonham Carter,2020,Winner,OFTA Television Award,Best Supporting Actress in a Drama Series
Helena Bonham Carter,1998,Nominee,OFCS Award,Best Actress
Helena Bonham Carter,2012,Nominee,PFCS Award,Best Ensemble Acting
Helena Bonham Carter,2014,Winner,Georges Award,Best Foreign Actress of the Decade
Helena Bonham Carter,2012,Nominee,SDFCS Award,Best Ensemble Performance
Helena Bonham Carter,2011,Winner,Jury Award,Best Motion Picture Ensemble of the Year
Helena Bonham Carter,2013,Nominee,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Helena Bonham Carter,2009,Nominee,Scream Award,Best Villain
Helena Bonham Carter,2020,Winner,Actor,Outstanding Performance by an Ensemble in a Drama Series
Helena Bonham Carter,1997,Winner,STFC Award,Best Actress
Helena Bonham Carter,1998,Winner,SEFCA Award,Best Actress
Helena Bonham Carter,2010,Nominee,SLFCA Award,Best Supporting Actress
Helena Bonham Carter,1999,Nominee,Stinker Award,Worst Supporting Actress
Helena Bonham Carter,2005,Winner,Best Actress Award,
Helena Bonham Carter,1998,Winner,TFCA Award,"Best Performance, Female"
Helena Bonham Carter,2010,Nominee,WAFCA Award,Best Supporting Actress
Helena Bonham Carter,2018,Nominee,WFCC Award,Best Comedic Actress
Helena Bonham Carter,2010,Winner,WIN Award,Actress Feature Film
Helena Bonham Carter,2000,Winner,Yoga Award,Worst Foreign Actress
Matthew Macfadyen,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Matthew Macfadyen,2010,Winner,BAFTA TV Award,Best Supporting Actor
Matthew Macfadyen,2005,Nominee,British Independent Film Award,Best Actor
Matthew Macfadyen,2019,Nominee,Critics Choice Award,Best Supporting Actor in a Drama Series
Matthew Macfadyen,2006,Winner,Camie,
Matthew Macfadyen,2010,Winner,Dagger,Best Supporting Actor
Matthew Macfadyen,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Matthew Macfadyen,2019,Winner,IGN Award,Best TV Ensemble
Matthew Macfadyen,2006,Nominee,ALFS Award,British Newcomer of the Year
Matthew Macfadyen,2018,Nominee,Golden Nymph,Outstanding Actor in a Long Fiction Program
Matthew Macfadyen,2005,Winner,New Zealand Screen Award,Performance by an Actor in a Leading Role
Matthew Macfadyen,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Matthew Macfadyen,2009,Nominee,RTS Television Award,Best Actor (Male)
Matthew Macfadyen,2009,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Nicholas Braun,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Nicholas Braun,2019,Winner,IGN Award,Best TV Ensemble
Nicholas Braun,2020,Winner,STARmeter Award,Breakout Star
Nicholas Braun,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Nicholas Braun,2012,Winner,SDFCS Award,Best Ensemble Performance
Nicholas Braun,2009,Nominee,TV Guide Award,Favorite Ensemble
Nicholas Braun,2002,Nominee,Young Artist Award,Best Performance in a TV Movie or Special - Leading Young Actor
Julia Garner,2020,Winner,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Julia Garner,2013,Winner,Best Actress,Horror Features
Julia Garner,2012,Winner,Silver Gateway,Best Actress
Julia Garner,2019,Nominee,Critics Choice Award,Best Supporting Actress in a Drama Series
Julia Garner,2012,Winner,Best Buster Award,Danish Actors' Guild's Best Young Actress
Julia Garner,2014,Nominee,Chainsaw Award,Best Supporting Actress
Julia Garner,2020,Nominee,Dorian TV Award,Best Supporting TV Performance - Actress
Julia Garner,2020,Nominee,Gold Derby TV Award,Drama Supporting Actress
Julia Garner,2011,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Julia Garner,2020,Nominee,OFTA Television Award,Best Supporting Actress in a Drama Series
Julia Garner,2019,Nominee,Actor,Outstanding Performance by a Female Actor in a Drama Series
Yvonne Orji,2020,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Yvonne Orji,2020,Winner,Black Reel,"Outstanding Supporting Actress, Comedy Series"
Yvonne Orji,2019,Nominee,Image Award,Outstanding Supporting Actress in a Comedy Series
Kieran Culkin,2020,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kieran Culkin,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Kieran Culkin,2003,Winner,Critics Choice Award,Best Young Actor/Actress
Kieran Culkin,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Kieran Culkin,2002,Nominee,Golden Schmoes,Breakthrough Performance of the Year
Kieran Culkin,2019,Winner,IGN Award,Best TV Ensemble
Kieran Culkin,2002,Winner,Sierra Award,Youth in Film
Kieran Culkin,2003,Nominee,MTV Movie Award,Breakthrough Male Performance
Kieran Culkin,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Giancarlo Esposito,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Giancarlo Esposito,2013,Nominee,Saturn Award,Best Supporting Actor on Television
Kieran Culkin,2003,Winner,Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
Kieran Culkin,2011,Nominee,Scream Award,Best Supporting Actor
Kieran Culkin,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
Kieran Culkin,1999,Nominee,Young Artist Award,Best Performance in a Feature Film - Leading Young Actor
Giancarlo Esposito,1995,Winner,ACCA,Best Cast Ensemble
Giancarlo Esposito,2017,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Giancarlo Esposito,2020,Winner,Black Reel,"Outstanding Supporting Actor, Drama Series"
Giancarlo Esposito,2012,Winner,Critics' Choice TV Award,Best Supporting Actor in a Drama Series
Giancarlo Esposito,1995,Nominee,Independent Spirit Award,Best Supporting Male
Giancarlo Esposito,2008,Winner,Jury Award,Seashell Best of Fest
Giancarlo Esposito,2019,Nominee,Gold Derby TV Award,Drama Supporting Actor of the Decade
Giancarlo Esposito,2011,Winner,IGN Award,Best TV Villain
Giancarlo Esposito,2020,Nominee,Image Award,Outstanding Supporting Actor in a Drama Series
Giancarlo Esposito,2009,Winner,Rosetta Miller Perry Award,
Giancarlo Esposito,1995,Winner,NBR Award,Best Acting by an Ensemble
Giancarlo Esposito,2020,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Giancarlo Esposito,2012,Nominee,Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Giancarlo Esposito,2019,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Giancarlo Esposito,2013,Nominee,TV Guide Award,Favorite Villain
Giancarlo Esposito,2014,Winner,Star on the Walk of Fame,Television
Bradley Whitford,2003,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Bradley Whitford,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Bradley Whitford,2015,Winner,Critics' Choice TV Award,Best Guest Performer in a Comedy Series
Bradley Whitford,2017,Nominee,Fright Meter Award,Best Supporting Actor
Bradley Whitford,2009,Nominee,Gemini,Best Performance by an Actor in a Leading Role in a Dramatic Program or Mini-Series
Bradley Whitford,2019,Winner,Gold Derby TV Award,Drama Guest Actor
Bradley Whitford,2018,Nominee,OFTA Film Award,Best Ensemble
Bradley Whitford,2013,Nominee,PFCS Award,Best Acting Ensemble
Bradley Whitford,2006,Nominee,Satellite Award,"Best Actor in a Series, Drama"
Bradley Whitford,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Bradley Whitford,2000,Nominee,Q Award,Best Supporting Actor in a Quality Drama Series
Bradley Whitford,2006,Nominee,WGA Award (TV),Dramatic Series
Mark Duplass,2020,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Mark Duplass,2005,Winner,Jury Prize,Best Lead Actor - Male
Mark Duplass,2020,Nominee,Daytime Emmy,Outstanding Young Adult Program
Mark Duplass,2010,Nominee,Grand Special Prize,
Mark Duplass,2016,Nominee,Chainsaw Award,Best Actor
Mark Duplass,2006,Nominee,John Cassavetes Award,
Mark Duplass,2004,Winner,Grand Jury Award,Best Narrative Short
Mark Duplass,2017,Nominee,Fright Meter Award,Best Actor
Mark Duplass,2009,Winner,Best Actor,
Mark Duplass,2012,Winner,Gotham Independent Film Award,Best Ensemble Performance
Mark Duplass,2016,Winner,iHorror Award,Best Male Performance - Horror Movie
Mark Duplass,2018,Winner,IDA Award,Best Limited Series
Mark Duplass,2019,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Mark Duplass,2012,Nominee,PFCS Award,Breakthrough Performance on Camera
Mark Duplass,2019,Nominee,Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television"
Mark Duplass,2012,Nominee,Audience Award,Narrative Spotlight
Fiona Shaw,2020,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Fiona Shaw,2019,Winner,BAFTA TV Award,Best Supporting Actress
Fiona Shaw,1996,Nominee,Chlotrudis Award,Best Supporting Actress
Fiona Shaw,2017,Nominee,Chainsaw Award,Best TV Supporting Actress
Fiona Shaw,2019,Nominee,Gold Derby TV Award,Comedy Guest Actress
Fiona Shaw,2020,Winner,Gracie,Outstanding Female Actor in a Supporting Role in a Drama Series
Fiona Shaw,2020,Nominee,IFTA Award,Best Actress in a Supporting Role - Drama
Fiona Shaw,2011,Winner,Silver Ribbon of the Year,
Fiona Shaw,2003,Nominee,NSFC Award,Best Supporting Actress
Fiona Shaw,2020,Nominee,OFTA Television Award,Best Supporting Actress in a Drama Series
Fiona Shaw,2003,Nominee,PFCS Award,Best Acting Ensemble
Fiona Shaw,2006,Nominee,Stinker Award,Worst Supporting Actress
Shira Haas,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
Shira Haas,2020,Nominee,Award of the Israeli Film Academy,Best Supporting Actress
Shira Haas,2019,Winner,Jury Prize,Best actress
Shira Haas,2020,Nominee,German Television Award,Best Actress (Beste Schauspielerin)
Shira Haas,2020,Nominee,Gold Derby TV Award,Breakthrough Performer of the Year
Shira Haas,2014,Winner,Haggiag Award,Best Actress
Shira Haas,2020,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
Shira Haas,2015,Winner,Peace & Love,Best Actress
Shira Haas,2020,Winner,Best Actress,International Narrative
Billy Crudup,2020,Winner,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Billy Crudup,2015,Winner,ACCA,Best Cast Ensemble
Billy Crudup,2007,Winner,Silver Berlin Bear,Outstanding Artistic Contribution
Billy Crudup,2001,Nominee,Blockbuster Entertainment Award,Favorite Actor - Drama/Romance
Billy Crudup,2020,Winner,Critics Choice Award,Best Supporting Actor in a Drama Series
Billy Crudup,1995,Winner,Clarence Derwent Award,Best supporting Male (USA)
Billy Crudup,2016,Winner,Robert Altman Award,
Billy Crudup,2020,Nominee,Dorian TV Award,Best Supporting TV Performance - Actor
Billy Crudup,2020,Nominee,Gold Derby TV Award,Drama Supporting Actor
Billy Crudup,2001,Nominee,MTV Movie Award,Best Line from a Movie
Billy Crudup,1998,Winner,NBR Award,Breakthrough Performance - Male
Billy Crudup,2020,Winner,OFTA Television Award,Best Supporting Actor in a Drama Series
Billy Crudup,2001,Winner,OFCS Award,Best Ensemble
Billy Crudup,2000,Winner,Best Actor,
Billy Crudup,2002,Nominee,Golden Satellite Award,"Best Performance by an Actor in a Supporting Role, Drama"
Billy Crudup,2020,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
Billy Crudup,2001,Nominee,VFCC Award,Best Actor
Billy Crudup,1999,Winner,Bronze Wrangler,Theatrical Motion Picture
