rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
126,7.4,Mr. Novak (TV Series 1963–1965) - IMDb,"
                    The experiences of a young, tough-minded, idealistic high school English teacher on his first job provided the stories in this series. John Novak begins at Jefferson High School in Los ...
                    "," James Franciscus
, Dean Jagger
, Vince Howard
, Marian Collier
, Jeanne Bal
",English,"[' Drama', ' ', None, None, None]",English, MGM Television,
91,8.2,That Was the Week That Was (TV Series 1964–1985) - IMDb,"
                    An Americanized version of the famous hit British TV show, retaining David Frost from the British cast.
            "," David Frost
, Phyllis Newman
, Nancy Ames
, Pat Englund
, Buck Henry
, Bob Dishy
, Elliott Reid
, Paul Sand
",English,"[' Comedy', ' ', None, None, None]",English, Leland Hayward Productions,
,,Danny Thomas Special: The Wonderful World of Burlesque (1965) - IMDb,"
                    "," Danny Thomas
, Edie Adams
, Jack Benny
, Frank De Vol
, Herbie Faye
, Andy Griffith
, Don Knotts
, Sheldon Leonard
, Dean Martin
, Sid Melton
, Jim Nabors
, Carl Reiner
, Lee Remick
, Mickey Rooney
, Frank Sinatra
",English,"[' Comedy', None, None, None, None]",English,IMDbPro,
674,6.7,Carol for Another Christmas (TV Movie 1964) - IMDb,"
                    Daniel Grudge, a wealthy industrialist and fierce isolationist long embittered by the loss of his son in World War II, is visited by three ghosts on Christmas Eve who lead him to reconsider his attitude toward his fellow man.
            "," Percy Rodrigues
, Sterling Hayden
, Ben Gazzara
, Barbara Ann Teer
, Steve Lawrence
, Eva Marie Saint
, James Shigeta
, Pat Hingle
, Robert Shaw
, Peter Sellers
, Britt Ekland
",English,"[' Drama', ' ', None, None, None]",English, American Broadcasting Company (ABC),
145,7.5,Bob Hope Presents the Chrysler Theatre (TV Series 1963–1967) - IMDb,"
                    Legendary entertainer Bob Hope hosted, and occasionally starred in, one of the last major anthology series on network television. Dramatic and comedy shows were presented, featuring many of...
                    "," Bob Hope
",English," Adventure, Comedy, Crime, Drama, Mystery",English, Hovue Enterprises,
5,7.0,The Magnificent Yankee (TV Movie 1965) - IMDb,"
                    "," Ion Berger
, Jordan Charney
, Dennis Cooney
, Grover Dale
, James Daly
, Robert Emhardt
, Lynn Fontanne
, Brenda Forbes
, Eduard Franz
, Lee Goodman
, William Griffis
, Max Jacobs
, Alfred Lunt
, Nan McFarland
, Walter Moulder
",English,"[' Biography', None, None, None, None]",English,IMDbPro,
906,8.1,12 O'Clock High (TV Series 1964–1967) - IMDb,"
                    This series chronicled the adventures, in the air and on the ground, of the men of the 918th Bombardment Group of the U.S. Eighth Air Force. First commanded by irascible General Frank ...
                    "," Frank Overton
, Paul Burke
, Chris Robinson
, Robert Lansing
, Barney Phillips
, Robert Dornan
",English,"[' Drama', ' ', None, None, None]",English, 20th Century Fox Television,
34,7.0,The Fantasticks (TV Movie 1964) - IMDb,"
                    Neighboring widowers plot to romantically unite their son and daughter by pretending to feud and forbidding the two children to associate with each other. Their scheme works and the two ...
                    "," Ricardo Montalban
, Bert Lahr
, Stanley Holloway
, Susan Watson
, John Davidson
",English,"[' Musical', ' ', None, None, None]",English, Compass Productions,
,,Saga of Western Man (TV Series 1963–1969) - IMDb,"
                    "," John H. Secondari
, Fredric March
",English,"[' Documentary', ' Family', None, None, None]",English, ABC News, ABC News
284,8.2,My Name Is Barbra (1965) - IMDb,"
                    Barbra Streisand's first television special, featuring a medley of her hit songs, such as ""People,"" ""Happy Days Are Here Again"" and ""My Man.""
            "," Barbra Streisand
",English,"[' Family', ' ', None, None, None]",English, Ellbar Productions,
"3,147",7.2,Voyage to the Bottom of the Sea (TV Series 1964–1968) - IMDb,"
                    The submarine Seaview is commissioned to investigate the mysteries of the seas. Usually it finds more problems than answers...
            "," Richard Basehart
, David Hedison
, Robert Dowdell
, Del Monroe
, Terry Becker
, Paul Trinka
, Arch Whiting
, Richard Bull
, Henry Kulky
, Allan Hunt
, Patrick Culliton
, Derrik Lewis
, Paul Carr
, Mark Slade
, Wayne Heffley
, Jerry Catron
, Skip Homeier
, Warren Stevens
, Alfred Ryder
, Henry Jones
, Jan Merlin
, Michael Pate
, Malachi Throne
, Robert Doyle
, Susan Flannery
, James Frawley
, Werner Klemperer
, Joe E. Tata
, Lloyd Bochner
, John Van Dreelen
, Peter Mark Richman
, Michael Ansara
, David Sheiner
, Barry Atwater
, Kevin Hagen
, Victor Lundin
, Bert Freed
, Vitina Marcus
, Ford Rainey
, Harry Davis
, Gene Dynarski
, Robert Cornthwaite
, Bruce Mars
, Lew Gallo
, John Zaremba
, Françoise Ruggieri
, Booth Colman
, Robert Lipton
, Frank Babich
, Robert Carson
, Brendan Dillon
, Paul Comi
, George Keymas
, Jock Gaynor
, James Doohan
, Roy Jenson
, Frank Graham
, William Hudson
, Seymour Cassel
, Brent Davis
, Dawson Palmer
, Ivan Triesault
, Alfred Shelly
, Nick Adams
, Eddie Albert
, Mario Alcalde
, Richard Carlson
, Rita Gam
, Hurd Hatfield
, Viveca Lindfors
, June Lockhart
, Charles McGraw
, Carroll O'Connor
, David Opatoshu
, Carl Reindel
, Everett Sloane
, John Anderson
, Edward Asner
, Ina Balin
, Victor Buono
, J.D. Cannon
, Roger C. Carmel
, John Cassavetes
, Renzo Cesana
, Michael Constantine
, Cyril Delevanti
, Robert Duvall
, Donald Harron
, John McGiver
, Leslie Nielsen
, Phillip Pine
, George Sanders
, Gia Scala
, Simon Scott
, Pilar Seurat
, Henry Silva
, Karen Steele
, Harold J. Stone
, Torin Thatcher
, Charles Aidman
, James Darren
, Paul Fix
, Don Gordon
, Arthur Hill
, Robert Loggia
, John Lupton
, Hugh Marlowe
, Gary Merrill
, Nehemiah Persoff
, Albert Salmi
, William Smithers
, David J. Stewart
, Lyle Bettger
, John Crawford
, Don Dubbins
, Michael Dunn
, Victor Jory
, Don Matheson
, Woodrow Parfrey
, Vincent Price
, Arthur Space
, Walter Burke
, Perry Lopez
, Paul Mantee
, Lawrence Montaigne
, Chris Robinson
, Anna-Lisa
, Edgar Bergen
, Edward Binns
, Yvonne Craig
, Linda Cristal
, Danielle De Metz
, John Hoyt
, Monique LeMaire
, John Milford
, Alejandro Rey
, Eddie Ryder
, Milton Selzer
, Sara Shane
, Adam Williams
, Whit Bissell
, Brooke Bundy
, Curt Conway
, Audrey Dalton
, Joe De Santis
, Arthur Franz
, Vincent Gardenia
, Hedley Mattingly
, Harry Millard
, Liam Sullivan
, George Takei
, Regis Toomey
, John Dehner
, Robert H. Harris
, Marian McCargo
, Gerald Mohr
, Arthur O'Connell
, Patrick Wayne
, John Alderson
, Sheila Allen
, Malcolm Atterbury
, Jill Ireland
, Theodore Marcuse
, Les Tremayne
, Than Wyenn
, Barbara Bouchet
, Ted de Corsia
, Émile Genest
, Russell Horton
, Jay Lanin
, Delphi Lawrence
, George Mitchell
, Alvy Moore
, Zale Parry
, Robert Sampson
, Teru Shimada
, Rudy Solari
, Irene Tsu
, Frank Marth
, Elizabeth Perry
, Dusty Cadis
, Jacques Aubuchon
, Edward Colmans
, Steven Geray
, Wright King
, Bob Payne
, Michel Petit
, Edward Platt
, Al Ruscio
, Lew Brown
, Alexander D'Arcy
, Charles Dierkop
, Eric Feldary
, Paul Genge
, Dale Ishimoto
, Herbert Lytton
, John McLiam
, Robert F. Simon
, Tom Skerritt
, Douglas Bank
, Barry Coe
, Allen Jaffe
, Diane Webber
, William Beckley
, Jan Arvan
, Oscar Beregi Jr.
, Peter Brocco
, Walter Brooke
, Henry Darrow
, Frank Ferguson
, David Lewis
, George Lindsey
, Frank Richards
, Joseph Ruskin
, James Brolin
, Harold Dyrenforth
, Steve Harris
, Nancy Hsueh
, Judy Lang
, Dayton Lummis
, Michael McDonald
, Walter Sande
, George Tyne
, Howard Wendell
, Jason Wingreen
, Cec Linder
, John Newton
, Robert Swimmer
, June Vincent
, Howard Culver
, Jim Gosa
, Don Knight
, Jon Lormer
, Ralph Garrett
, John Banner
, Bobby Beakman
, William Boyett
, Stan Jones
, Nancy Kovack
, Peter Mamakos
, Ed Prentiss
, Richard Webb
, James Anderson
, Joe Higgins
, Lloyd Kino
, Richard Loo
, Nigel McKeand
, Rachel Romen
, Ben Wright
, Francis X. Bushman
, Larry D. Mann
, Dallas Mitchell
, Bradd Arnold
, Bill Baldwin
, Damian O'Flynn
, Steve Ihnat
, Berry Kroeger
, Kenneth MacDonald
, Torben Meyer
, Robert Patten
, William Sargent
, John Gallaudet
, Richard Gilden
, John Goddard
, Ed McCready
, Tudor Owen
, Michael Pataki
, Phil Posner
, Freddie Roberto
, Gus Trikonis
, Eric Matthews
, Janos Prohaska
, George Robotham
, Biff Elliot
, Martin Kosleck
, Douglas Lambert
, Greger Vigen
, Michael Barrier
, Walter Woolf King
, Lee Millar
, Bert Remsen
, Margot Stevenson
, Kent Taylor
, Harry Lauter
, Peter Adams
, Erik Holland
, Danica D'Hondt
, Jon Kowal
, George Zaima
, Herb Voland
, Joseph Walsh
, Frank Delfino
, Lee Kolima
, Ed Connelly
, Weaver Levy
, George Young
, Armand Alzamora
, Kort Falkenberg
, Gordon Gilbert
, Mike Kellin
, John Strong
, Ron Stein
, Philip Barry
, Marco Lopez
",English,"[' Adventure', ' ', None, None, None]",English, Irwin Allen Productions,
48,7.2,A Golden Prison: The Louvre (TV Movie 1964) - IMDb,"
                    Before this film no one else, including the French was ever permitted to film the Louvre. The priceless treasures and incomparable art can be shared through the eyes of award-winning ...
                    "," Charles Boyer
, Germain Bazin
",English,"[' Documentary', None, None, None, None]",English, NBC News,
"4,702",7.7,The Man from U.N.C.L.E. (TV Series 1964–1968) - IMDb,"
                    The two top Agents of the United Network Command for Law and Enforcement (U.N.C.L.E.) fight the enemies of peace, particularly the forces of T.H.R.U.S.H.
            "," Robert Vaughn
, David McCallum
, Leo G. Carroll
",USA,"[' Action', ' ', ' Crime', None, None]",USA, Arena Productions,"California, USA"
7,7.9,The Lux Show (TV Series 1957–1958) - IMDb,"
                    Rosemary Clooney was the hostess of this variety series that also featured the Hi-Los, and Nelson Riddle and his orchestra.
            "," Rosemary Clooney
, Paula Kelly
, The Modernaires
",English,"[' Music', ' ', None, None, None]",English, The Maysville Corporation,
9,7.8,The Voice of Firestone (TV Series 1949–1963) - IMDb,"
                    This show started on radio in 1928 and migrated to TV in 1949. Most of the shows featured grand opera but on occasion, popular singers were also guests.
            "," Howard Barlow
, Eleanor Steber
, Risë Stevens
, Jerome Hines
, Thomas L. Thomas
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
41,6.8,Ford Star Jubilee (TV Series 1955–1956) - IMDb,"
                    "," Noël Coward
, Bing Crosby
, Herbert Anderson
, Raymond Bailey
, Charles Nolte
, Ainslie Pryor
, Barry Sullivan
, Judy Garland
",English,"[' Comedy', ' ', ' Music', None, None]",English, CBS,
19,7.6,Coke Time (TV Series 1953–1957) - IMDb,"
                    An American Musical Variety series that was both entertaining and brilliant at marketing Coca Cola.
            "," Eddie Fisher
, Fred Robbins
, Lou Crosby
",English,"[' Comedy', ' ', None, None, None]",English, National Broadcasting Company (NBC),
73,8.2,The Philco Television Playhouse (TV Series 1948–1956) - IMDb,"
                    This live dramatic series featured original stories and adaptations of novels, plays, et cetera during its eight year run. During the first year, the show was sponsored by the Actor's ...
                    "," Bert Lytell
, Jay Jackson
",English,"[' Drama', ' ', None, None, None]",English, Showcase Productions,
24,8.0,The Edsel Show (1957) - IMDb,"
                    Bing Crosby and Frank Sinatra host a program that's wall-to-wall music.
            "," Bing Crosby
, Frank Sinatra
, Rosemary Clooney
, Louis Armstrong
, Lindsay Crosby
, The Four Preps
, Edmond Hall
, James Young
, Billy Kyle
, Squire Gersh
, Barrett Deems
, Bob Hope
, The Norman Luboff Choir
, Conn and Mann
, Warren Hull
",English,"[' Music', ' ', None, None, None]",English, Gonzaga University Productions,
94,8.1,Navy Log (TV Series 1955–1958) - IMDb,"
                    Showed featured dramatic reenactments of true Naval events taken from the files of the Defense Department. The episodes generally featured little known actors although better known performers sometimes hosted.
            "," Robert Carson
",English,"[' History', ' ', None, None, None]",English, Gallu Productions,
108,6.7,The Strange Case of the Cosmic Rays (TV Movie 1957) - IMDb,"
                    Traces, in an easy-to-follow way, the discovery of cosmic rays. You don't need rocket science to follow along with the explanations. Saw it while a Junior in HS and it spurred me to study ...
                    "," Richard Carlson
, Frank Baxter
, Bil Baird
, Cora Baird
",English," Animation, , Comedy, Family, Sci-Fi",English, Frank Capra Productions,
60,7.2,The Alcoa Hour (TV Series 1955–1957) - IMDb,"
                    This live series featured adaptations of other works (novels, plays, et cetera) plus original works for the show. It was primarily dramas, but a few musicals also were presented. The show ...
                    "," Luis Van Rooten
, Loïs Bolton
, Robert Emhardt
, Robert Dryden
, Paul McGrath
, Robert Preston
, Ed Begley
, Cathleen Nesbitt
, Patricia Barry
, Hume Cronyn
, Virginia Kaye
, Henry Lascoe
, Vivian Nathan
, Jason Robards
, Evelyn Varden
, Milton Selzer
",English,"[' Drama', ' ', None, None, None]",English, Theatrical Enterprises,
57,7.9,Goodyear Playhouse (TV Series 1951–1957) - IMDb,"
                    The show featured original plays plus plays adapted from works.
            "," Walter Matthau
, David White
, Constance Ford
, Gene Lyons
, Kim Stanley
, Philip Abbott
, E.G. Marshall
, Betsy Palmer
, Geoffrey Lumb
, Lili Darvas
, Kathleen Maguire
, Carmen Mathews
, Malcolm Brodrick
, Katherine Squire
, Stefan Gierasch
, Neva Patterson
, Larry Gates
, Martin Balsam
, Eileen Heckart
, Pat Hingle
, Ed Begley
, Edward Andrews
, Herbert Berghof
, Frank Overton
, Addison Powell
, Michael Gorrin
, Leslie Nielsen
, Addison Richards
, Maurice Burke
, Cyril Ritchard
, Gaby Rodgers
, Luis Van Rooten
, Ernest Truex
, Marcel Hillaire
, Peg Hillias
, Joe Mantell
, Ruth White
, Edward Binns
, Joan Lorring
, J. Pat O'Malley
, Elaine Stritch
, Steven Hill
, Phyllis Kirk
, Nehemiah Persoff
, Raymond Bramley
, Roddy McDowall
, Tony Randall
, William Redfield
, Peter Mark Richman
, Barbara Baxley
, Jack Warden
, Ralph Bellamy
, Jack Klugman
, William Traylor
, Thomas A. Carlin
, Edmon Ryan
, George Grizzard
, Haila Stoddard
, Leona Powers
, John Connell
, Michael Strong
, Joseph Sweeney
, Werner Klemperer
, Russell Hardie
, Mort Marshall
, David Opatoshu
, Durward Kirby
, Patricia Fay
, Henry Lascoe
, Ann Dere
, Laurence Hugo
, Julie Harris
, Gladys Klark
, Wally Cox
, Mike Kellin
, Edith Meiser
, Frank Sutton
, Ben Grauer
, John Laing
, John Cameron Swayze
, John Baragrey
, John Beal
, Judith Evelyn
, James Gregory
, Ralph Meeker
, Mark Daniels
, Frank Maxwell
, Edgar Stehli
, Roland Wood
, Pat Crowley
, Leora Dana
, Felicia Montealegre
, Harry Sheppard
, Sylvia Field
, Rod Steiger
, Maxine Stuart
, Frank Albertson
, Harry Andrews
, Parker Fennelly
, Paul Langton
, Darren McGavin
, Gerald S. O'Loughlin
, Edmund Purdom
, Nita Talbot
, Eddie Albert
, Ben Hammer
, Jessie Royce Landis
, Martin Newman
, Sudie Bond
, Eva Gabor
, Cynthia Latham
, Mildred Dunnock
, Betty Field
, Rita Grapel
, Eva Marie Saint
, Joe Boland
, Joe De Santis
, James Dunn
, Norma Jane Marlow
, Allen Nourse
, Clifford Tatum Jr.
, Enid Markey
, Rex Thompson
, Anthony Franciosa
, Bert Thorn
, Kevin Coughlin
, Robert P. Lieb
, Carol Veazie
, Kevin McCarthy
, Jane Moultrie
, Paul Newman
, Janice Rule
, Tirrell Barbery
, James Daly
, Barbara Robbins
, Theodore Bikel
, Josephine Brown
, Kenny Delmar
, Roy Fant
, Pat Henning
, Michael Higgins
, Florence Stanley
, Jessica Tandy
, Edward Walsh
, Lee Philips
, Gena Rowlands
, Patricia Barry
, Biff McGuire
, Cathleen Nesbitt
, Adnia Rice
, Jason Robards
, Martha Scott
, William Bendix
, Rudy Bond
, Tom Carlin
, Andrew Duggan
, Abigail Kellogg
",English,"[' Drama', ' ', None, None, None]",English, Showcase Productions,
34,7.7,Frontier (TV Series 1955–1956) - IMDb,"
                    An unglamorized look at the settling of the American West with pioneers dealing with the elements, beset with nefarious characters and other problems that test their fortitude.
            "," Walter Coy
",English,"[' Western', ' ', None, None, None]",English, California National Productions,
376,7.6,To Tell the Truth (TV Series 1956–1968) - IMDb,"
                    Classic game show in which a person of some notoriety and two impostors try to match wits with a panel of four celebrities. The object of the game is to try to fool the celebrities into ...
                    "," Bud Collyer
, Kitty Carlisle
, Tom Poston
",English,"[' Family', ' ', None, None, None]",English, Mark Goodson-Bill Todman Productions,
,,Victor Borge: Comedy in Music (TV Mini-Series 1956– ) - IMDb,"
                    "," Victor Borge
",English,"[' Comedy', None, None, None, None]",English,IMDbPro,
708,7.6,The Life and Legend of Wyatt Earp (TV Series 1955–1961) - IMDb,"
                    Loosely based on historical fact, the series portrays the gunslinging Wyatt Earp and his successful determination for law and order.
            "," Hugh O'Brian
, Jimmy Noel
, Ethan Laidlaw
, Bill Coontz
",English,"[' Western', ' ', None, None, None]",English, Wyatt Earp Enterprises,
89,8.7,Telephone Time (TV Series 1956–1958) - IMDb,"
                    Anthology series featured plays by host, "," John Nesbitt
, Frank Baxter
",English,"[' Drama', None, None, None, None]",English, Hal Roach Studios,
,,Leonard Bernstein and the New York Philharmonic in Japan (1962) - IMDb,"
                    "," Leonard Bernstein
, Zubin Mehta
, Seiji Ozawa
, Jennie Tourel
",English,"[' Music', ' ', None, None, None]",English, CBS Television Network,
12,6.8,Eichmann Trial (TV Movie 1961) - IMDb,"
                    The actual trial of Adolf Eichman held in Israel in 1961.
            ",,German,"[' Documentary', None, None, None, None]",German, Capital Cities Television Productions,
19,8.7,Victoria Regina (TV Movie 1961) - IMDb,"
                    Julie Harris portrays the famed Queen Victoria over a 60 year span, from the age of 18 through her romance with Prince Albert through her diamond jubilee in 1897.
            "," Julie Harris
, James Donald
, Basil Rathbone
, Pamela Brown
, Felix Aylmer
, Sorrell Booke
, Francis Compton
, Edward Cullen
, Robert Downing
, Louis Edmonds
, Olga Fabian
, Isabel Jeans
, Barry Jones
, Geoffrey Lumb
, Tom McDermott
",English,"[' Biography', ' Drama', ' History', None, None]",English, Compass Productions,
67,7.5,The Bob Newhart Show (TV Series 1961–1962) - IMDb,"
                    "," Bob Newhart
, Dan Sorkin
, Paul Weston and His Orchestra
",English,"[' Comedy', ' ', None, None, None]",English, Armanco Productions,
"1,362",7.1,Hazel (TV Series 1961– ) - IMDb,"
                    The misadventures of the Baxter family and their live-in maid, Hazel Burke.
            "," Shirley Booth
, Bobby Buntrock
, Don DeFore
, Whitney Blake
",English,"[' Comedy', ' ', None, None, None]",English, Screen Gems Television,
,,"1, 2, 3 Go (TV Series 1961–1962) - IMDb","
                    A 30 minute educational series telecast on NBC from 1961 to 1962 with hosts Jack Lescoulie with Richard Thomas.
            "," Jack Lescoulie
, Richard Thomas
",English,"[' Family', None, None, None, None]",English, NBC Public Affairs, NBC Public Affairs
"1,282",7.7,"Car 54, Where Are You? (TV Series 1961–1963) - IMDb","
                    The misadventures of two of New York's finest in the 53rd precinct in the Bronx. Toody, the short, stocky and dim-witted one, either saves the day or messes things up, much to the chagrin ...
                    "," Joe E. Ross
, Fred Gwynne
, Paul Reed
, Al Lewis
, Hank Garrett
, Beatrice Pons
, Jack Healy
",English,"[' Comedy', ' ', None, None, None]",English, Eupolis Productions,
,,Here's Edie (1962) - IMDb,"
                    "," Edie Adams
, The Peter Matz Orchestra
, André Previn
, Dick Shawn
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
,,Yves Montand on Broadway (1961) - IMDb,"
                    Yves Montand sings American show and folk tunes with his guests.
            "," Polly Bergen
, Helen Gallagher
, Julia Meade
, Yves Montand
, John Raitt
, John Cameron Swayze
, Bobby Van
",English,"[' Music', None, None, None, None]",English, Timex,
,,Purex Summer Specials (TV Series 1961– ) - IMDb,"
                    For three seasons, NBC ran a series of special programs as a summer replacement. In 1961, the series ran on Tuesday night; 1962, on Friday and 1963 on Thursday.
            "," Norma Crane
, Darren McGavin
, Simon Oakland
, Morgan Brittany
, Nina Foch
",English,"[' ', None, None, None, None]",English,IMDbPro,
,,U.S. #1: American Profile (TV Movie 1962) - IMDb,"
                    "," Van Heflin
",English,"[None, None, None, None, None]", Add content advisory for parents, NBC News,
,,Calendar (TV Series 1961–1963) - IMDb,"
                    Weekday news and information program aimed at women.
            "," Harry Reasoner
",English,"[' News', None, None, None, None]",English, CBS News,
,,The Verdict Is Yours (TV Series 1958– ) - IMDb,"
                    A summer replacement show that featured actual trials dramatized. Jim McKay, as court reporter, gave the background information with real attorneys and a judge hearing the case. The studio ...
                    "," Martin Benson
, Henry Casso
, Georgina Cookson
, David Ensor
, William Fox
, Ralph Michael
, Jacqueline Cowgill
, Jim McKay
",English,"[' Drama', ' ', None, None, None]",English,IMDbPro,
131,7.1,Arsenic & Old Lace (TV Movie 1962) - IMDb,"
                    Beware those two charming, elderly ladies - especially if they offer you a glass of elderberry wine.
            "," Tony Randall
, Boris Karloff
, Dorothy Stickney
, Mildred Natwick
, Tom Bosley
, George Voskovec
, Farrell Pelly
, Dort Clark
, Nathaniel Frey
, Dodie Heath
, Alan MacAteer
, Ralph Dunn
, Edward Cullen
, James Daly
",English,"[' Comedy', ' ', ' Romance', None, None]",English,IMDbPro,
142,8.6,The Judy Garland Show (1962) - IMDb,"
                    Episodic series starring Judy Garland with guest performers.
            "," Judy Garland
, Frank Sinatra
, Dean Martin
",English,"[' Music', ' ', None, None, None]",English, Famous Artists Productions,
61,7.3,Bus Stop (TV Series 1961–1962) - IMDb,"
                    Grace owns the bus stop in Sunrise CO. She, waitress Elma, Sheriff Will and D.A. Glenn watch life through the stories which unfold as passengers arrive and then depart the small town.
            "," Rhodes Reason
, Richard Anderson
, Joan Freeman
, Marilyn Maxwell
",English,"[' Drama', ' ', None, None, None]",English, 20th Century Fox Television,
,,Vincent Van Gogh: A Self-Portrait (TV Movie 1961) - IMDb,"
                    "," Lee J. Cobb
, Martin Gabel
",English,"[' History', None, None, None, None]",English, NBC News,
65,8.1,The Ernie Kovacs Show (TV Series 1961– ) - IMDb,"
                    Television's Original Genius: In the infancy of any medium, there will be some who realize its potential well before anyone else. Ernie Kovacs was such a visionary, and between 1951 and ...
                    "," Ernie Kovacs
, Bob Lauher
, Margaret Styne
, Jolene Brand
, Joe Mikolas
",English,"[' Comedy', None, None, None, None]",English, E & E Kovacs, E & E Kovacs
7,6.6,Theatre '62 (TV Series 1961–1962) - IMDb,"
                    A series of abridged versions of films previously produced by "," Elizabeth Montgomery
, Viveca Lindfors
, James Mason
, Lee Remick
, Lillian Gish
, Richard Basehart
, Joan Hackett
, Peter Lawford
, Gig Young
, Charles Bickford
, Nina Foch
, Boris Karloff
, Edie Adams
, Murray Hamilton
, Eddie Albert
, Jerome Cowan
, Cornelia Otis Skinner
, Jean-Pierre Aumont
, Dorothy Blackburn
, Joseph Cotten
, George Grizzard
, Jeffrey Lynn
, Frank McHugh
, Cathleen Nesbitt
, Barbara Rush
, Fred Stewart
, Ingrid Thulin
, George Voskovec
, Teresa Wright
, Lloyd Bochner
, Joan Croydon
, Spencer Davis
, Franklyn Fox
, Oskar Homolka
, Murray Matheson
, Paul McGrath
, Hugh O'Brian
, Maureen O'Hara
, Byron Russell
, Milton Selzer
, Robert Webber
",English,"['David O. Selznick', None, None, None, None]",English,IMDbPro,
,,Johnny Belinda (TV Movie 1958) - IMDb,"
                    "," Rocco Bufano
, Beulah Garrick
, Julie Harris
, Betty Lou Holland
, John Cecil Holm
, Victor Jory
, Boris Marshalov
, Gregory Morton
, Christopher Plummer
, Catherine Proctor
, Joanna Roos
, Henry Sharp
, Rip Torn
",,"[' ', None, None, None, None]",See more,IMDbPro,
49,7.3,The Power and the Glory (TV Movie 1961) - IMDb,"
                    A cynical Catholic priest is sent to Mexico to preach. It's the 1930s and Mexican government sees the church as competition. They send a secret agent to assassinate the priest.
            "," Laurence Olivier
, Julie Harris
, George C. Scott
, Martin Gabel
, Roddy McDowall
, Keenan Wynn
, Patty Duke
, Lou Antonio
, Val Avery
, Beryl Bernay
, Santiago Burgos
, Linda Canby
, Leonardo Cimino
, Frank Conroy
, Steve Curry
",English,"[' Drama', None, None, None, None]",English, CBS Television Network,
11,9.1,Art Carney Meets Peter and the Wolf (TV Movie 1958) - IMDb,"
                    A human, played by Art Carney, makes friends with a forest full of talking animals (played by the Bil Baird Marionettes). Together, they must decide what to do about the troublemaking wolf....
                    "," Art Carney
, The Baird Puppets
, Bil Baird
, Cora Baird
, George S. Irving
",English,"['Albert Sanchez moreno a.moreno@mindspring.com', None, None, None, None]",English, 3M Company, 3M Company
859,7.4,Bat Masterson (TV Series 1958–1961) - IMDb,"
                    Dressed-up dandy (derby and cane), gambler and lawman roams the West charming women and defending the unjustly accused. His primary weapon was his wit (and cane) rather than his gun.
            "," Gene Barry
",USA,"[' Western', ' ', None, None, None]",USA, ZIV Television Programs,"Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA"
37,7.9,Mr. Adams and Eve (TV Series 1957–1958) - IMDb,"
                    Two famous Hollywood actors Eve Drake and Howard Adams, a married couple, are shown at home plus at work usually to comedic effect. They wrangle with studio head J.B. Hafner and deal with agent, the affable Steve.
            "," Howard Duff
, Ida Lupino
",English,"[' Comedy', ' ', None, None, None]",English, Four Star Productions,
,,Pontiac Star Parade (1959) - IMDb,"
                    "," Gene Kelly
, Carol Lawrence
, Donald O'Connor
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
822,7.5,The Real McCoys (TV Series 1957–1963) - IMDb,"
                    From the hills of West Virginia, Amos McCoy moves his family to an inherited farm in California. Grandpa Amos is quick to give advice to his three grandchildren and wonders how his neighbors ever managed without him around.
            "," Walter Brennan
, Richard Crenna
, Kathleen Nolan
, Tony Martinez
, Michael Winkelman
, Lydia Reed
",English,"[' Comedy', ' ', None, None, None]",English, Brennan-Westgate,
33,7.5,The Alphabet Conspiracy (TV Movie 1959) - IMDb,"
                    A little girl, frustrated by her inability to deal with her English homework, dreams that the Mad Hatter and the Jabberwock, both characters from ""Alice in Wonderland"", have hatched a conspiracy to abolish the alphabet.
            "," Stanley Adams
, Frank Baxter
, Cheryl Callaway
, Hans Conried
, Cactus Mack
, Shorty Rogers
, Dolores Starr
",English,"[' Animation', ' ', ' Fantasy', None, None]",English, Bell Telephone System, Bell Telephone System
"1,041",8.0,Peter Gunn (TV Series 1958–1961) - IMDb,"
                    The cases of a stylishly cool private detective.
            "," Craig Stevens
, Herschel Bernardi
, Lola Albright
",English,"[' Action', ' ', ' Drama', ' Mystery', None]",English, Spartan Productions,
60,7.1,The Californians (TV Series 1957–1959) - IMDb,"
                    San Franciscans during the goldrush of the 1850s attempt to maintain law and order in their wild city. Newly arrived Matthew Wayne becomes sheriff, then marshal, and organizes the city ...
                    "," Richard Coogan
, Sean McClory
, Adam Kennedy
, Nan Leslie
",English,"['Ed Stephan <stephan@cc.wwu.edu>', None, None, None, None]",English, California Film Enterprises,
5,8.2,Little Moon of Alban (TV Movie 1958) - IMDb,"
                    Irish Brigid Mary blames the English for the deaths of her fiance, brother, and father. Becoming a nurse following WW I she finds herself caring for what she considers the enemy. Then she begins to fall in love with soldier Kenneth Boyd.
            "," Norman Barrs
, Helena Carroll
, Liam Clancy
, Tom Clancy
, Frank Conroy
, Pauline Flanagan
, Julie Harris
, Barry Jones
, Joseph Maher
, Elspeth March
, Nora O'Mahoney
, George Peppard
, Christopher Plummer
, Jamie Ross
, Mildred Trares
",English,"[' Drama', None, None, None, None]",English,IMDbPro,
