finalist,year,winner_Nominee,item_award,award_description
Sharon Stone,2000,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Comedy or Musical
Sharon Stone,2004,Winner,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Sharon Stone,2013,Nominee,Felix,Best Actress
Sharon Stone,2012,Winner,Career Achievement Award,
Sharon Stone,1996,Nominee,Saturn Award,Best Actress
Sharon Stone,1995,Nominee,ACCA,Best Cast Ensemble
Sharon Stone,1992,Nominee,Bravo Otto Germany,Best Actress (Schauspielerin)
Sharon Stone,2007,Nominee,Critics Choice Award,Best Acting Ensemble
Sharon Stone,1996,Nominee,CFCA Award,Best Actress
Sharon Stone,2019,Nominee,CinEuphoria,Best Supporting Actress - International Competition
Sharon Stone,1996,Nominee,DFWFCA Award,Best Actress
Sharon Stone,1996,Nominee,Golden Apple,Female Star of the Year
Sharon Stone,2009,Winner,Outstanding Achievement in Acting,
Sharon Stone,2006,Winner,Hollywood Film Award,Ensemble of the Year
Sharon Stone,2016,Winner,Israel Film Festival Award,Career Achievement Award
Sharon Stone,2005,Winner,Special Prize for Outstanding Contribution to World Cinema,
Sharon Stone,2013,Winner,Honorary Award of the Festival,
Sharon Stone,1996,Nominee,MTV Movie Award,Best Female Performance
Sharon Stone,1999,Nominee,OFTA Film Award,Best Family Actress
Sharon Stone,2005,Winner,Officer of the Order of Arts and Letters,
Sharon Stone,2007,Winner,Razzie Award,Worst Actress
Sharon Stone,2019,Winner,Satellite Award,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television"
Sharon Stone,2007,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Sharon Stone,2006,Nominee,Stinker Award,Worst Actress
Sharon Stone,1995,Winner,Star on the Walk of Fame,Motion Picture
Sharon Stone,2013,Nominee,WFCC Award,Worst Female Images in a Movie
Sharon Stone,1995,Winner,Crystal Award,
Sharon Stone,2000,Winner,Lucy Award,
Sharon Stone,2007,Winner,Yoga Award,Worst Foreign Actress
James Earl Jones,2012,Winner,Honorary Award,
James Earl Jones,1992,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
James Earl Jones,2004,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
James Earl Jones,2017,Winner,BTVA People's Choice Voice Acting Award,Best Male Vocal Performance in a Feature Film in a Supporting Role
James Earl Jones,2020,Nominee,Black Reel,Outstanding Voice Performance
James Earl Jones,1991,Winner,ACE,Supporting Actor in a Movie or Miniseries
James Earl Jones,2006,Winner,Camie,
James Earl Jones,2011,Winner,Oscar Micheaux Award,
James Earl Jones,2018,Winner,CinEuphoria,Career - Honorary Award
James Earl Jones,2014,Nominee,Critics' Choice TV Award,Best Guest Performer in a Comedy Series
James Earl Jones,2000,Winner,Daytime Emmy,Outstanding Performer in a Children's Special
James Earl Jones,2006,Winner,DVDX Award,Best Supporting Actor (in a DVD Premiere Movie)
James Earl Jones,1988,Nominee,Independent Spirit Award,Best Supporting Male
James Earl Jones,2014,Nominee,Gold Derby TV Award,Comedy Guest Actor
James Earl Jones,1977,Winner,Grammy,Best Spoken Word Recording
James Earl Jones,2020,Winner,Image Award,Outstanding Character Voice-Over Performance (Television or Motion Picture)
James Earl Jones,1995,Winner,Joseph Plateau Life Achievement Award,
James Earl Jones,1995,Winner,KCFCC Award,Best Actor
James Earl Jones,2001,Winner,Lifetime Achievement Award,
James Earl Jones,1995,Winner,Career Achievement Award,
James Earl Jones,2014,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
James Earl Jones,2009,Winner,Life Achievement Award,
James Earl Jones,2002,Winner,Kennedy Center Honors,
James Earl Jones,1995,Winner,Master Screen Artist Tribute,
James Earl Jones,1991,Nominee,Q Award,Best Actor in a Quality Drama Series
Marlee Matlin,1987,Winner,Oscar,Best Actress in a Leading Role
Marlee Matlin,1993,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
Marlee Matlin,2004,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Marlee Matlin,1995,Nominee,CableACE,Actress in a Movie or Miniseries
Marlee Matlin,1986,Nominee,LAFCA Award,Best Actress
Marlee Matlin,2000,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Marlee Matlin,1996,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Marlee Matlin,1995,Nominee,Q Award,Specialty Player
Marlee Matlin,2009,Winner,Star on the Walk of Fame,Motion Picture
Danny DeVito,2001,Nominee,Oscar,Best Picture
Danny DeVito,1988,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical
Danny DeVito,2004,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Danny DeVito,2001,Nominee,BAFTA Film Award,Best Film
Danny DeVito,1993,Nominee,Saturn Award,Best Supporting Actor
Danny DeVito,1988,Nominee,American Comedy Award,Funniest Actor in a Motion Picture (Leading Role)
Danny DeVito,1993,Nominee,Golden Berlin Bear,
Danny DeVito,1998,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama
Danny DeVito,1985,Nominee,ACE,Actor in a Movie or Miniseries
Danny DeVito,1999,Nominee,Chlotrudis Award,Best Actor
Danny DeVito,1996,Winner,Audience Award,
Danny DeVito,2019,Winner,CinEuphoria,Career - Honorary Award
Danny DeVito,2011,Winner,Critics' Choice Television Icon Award,
Danny DeVito,2017,Winner,Audience Award,Best Short Film
Danny DeVito,2004,Nominee,Gold Derby TV Award,Comedy Guest Actor
Danny DeVito,2010,Winner,Golden Camera for Lifetime Achievement,International
Danny DeVito,2017,Nominee,Holebikort Award,
Danny DeVito,2019,Nominee,IGN Award,Best TV Ensemble
Danny DeVito,2007,Winner,Special Prize for Outstanding Contribution to World Cinema,
Danny DeVito,1993,Nominee,MTV Movie Award,Best Villain
Danny DeVito,2001,Nominee,OFTA Film Award,Best Picture
Danny DeVito,1997,Winner,Starboy Award,
Danny DeVito,2001,Nominee,PGA Award,Outstanding Producer of Theatrical Motion Pictures
Danny DeVito,2007,Nominee,Razzie Award,Worst Supporting Actor
Danny DeVito,2018,Winner,Donostia Lifetime Achievement Award,
Danny DeVito,2008,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Danny DeVito,1998,Nominee,Actor,Outstanding Performance by a Cast
Danny DeVito,1989,Winner,ShoWest Award,Male Star of the Year
Danny DeVito,1996,Nominee,Best Film,
Danny DeVito,2006,Nominee,Stinker Award,Worst On-Screen Couple
Danny DeVito,2016,Nominee,Jury Award,Best Narrative Short
Danny DeVito,2007,Winner,Medallion Award,
Danny DeVito,2011,Winner,Star on the Walk of Fame,Television
Jamie Isley,2004,Nominee,Primetime Emmy,Outstanding Choreography
Julie Andrews,1983,Nominee,Oscar,Best Actress in a Leading Role
Christopher Dean,2005,Winner,Primetime Emmy,Outstanding Choreography
Julie Andrews,1987,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
Julie Andrews,2005,Winner,Primetime Emmy,Outstanding Nonfiction Series
Julie Andrews,1989,Winner,Special Award,Outstanding British Contribution to Cinema
Julie Andrews,2018,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Julie Andrews,2019,Winner,CinEuphoria,Career - Honorary Award
Julie Andrews,1983,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
Julie Andrews,2018,Nominee,Daytime Emmy,"Outstanding Writing in a Children's, Pre-School Children's or Family Viewing Program"
Julie Andrews,2005,Nominee,DVDX Award,Best Audio Commentary (New for DVD)
Julie Andrews,2007,Winner,Gold Derby Award,Life Achievement (Performer)
Julie Andrews,2011,Winner,Grammy,Best Spoken Word Album for Children
Julie Andrews,1983,Winner,Woman of the Year,
Julie Andrews,1982,Winner,KCFCC Award,Best Actress
Julie Andrews,2002,Nominee,Blimp Award,Favorite Female Movie Star
Julie Andrews,2005,Winner,Lifetime Achievement Award,
Julie Andrews,1971,Nominee,Golden Laurel,"Star, Female"
Julie Andrews,1965,Nominee,NYFCC Award,Best Actress
Julie Andrews,2004,Winner,OFTA Film Hall of Fame,Acting
Julie Andrews,2020,Winner,Lifetime Achievement Award,
Julie Andrews,2005,Winner,Lifetime Achievement Award,
Julie Andrews,2001,Winner,Donostia Lifetime Achievement Award,
Julie Andrews,1983,Nominee,Sant Jordi,Best Performance in a Foreign Film (Mejor Interpretación en Película Extranjera)
Julie Andrews,2007,Winner,Life Achievement Award,
Julie Andrews,2001,Winner,Kennedy Center Honors,
Julie Andrews,1975,Nominee,TP de Oro,Best Foreign Actress (Mejor Actriz Extranjera)
Julie Andrews,2019,Winner,Career Golden Lion,
Julie Andrews,1979,Winner,Star on the Walk of Fame,Motion Picture
Julie Andrews,2016,Nominee,Lifetime Achievement Award,
Julie Andrews,1993,Winner,Crystal Award,
Anne Heche,2004,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Anne Heche,2005,Nominee,Saturn Award,Best Actress on Television
Anne Heche,2015,Winner,BTVA People's Choice Voice Acting Award,Best Vocal Ensemble in a Television Series - Action/Drama
Anne Heche,1999,Nominee,Blockbuster Entertainment Award,Favorite Actress - Comedy/Romance
Anne Heche,2000,Nominee,Golden Slate,Best Actress in a Leading Role
Anne Heche,1991,Winner,Daytime Emmy,Outstanding Younger Actress in a Drama Series
Anne Heche,1999,Nominee,Chainsaw Award,Best Supporting Actress
Anne Heche,2000,Winner,Stephen F. Kolzak Award,
Anne Heche,1997,Winner,NBR Award,Best Supporting Actress
Anne Heche,2000,Winner,Audience Award,Best Film
Anne Heche,2005,Nominee,Prism Award,Performance in a TV Movie or Miniseries
Anne Heche,1999,Nominee,Razzie Award,Worst Actress
Anne Heche,2019,Winner,Career Achievement Award,
Anne Heche,1998,Nominee,Golden Satellite Award,"Best Actress in a Supporting Role in a Motion Picture, Comedy or Musical"
Anne Heche,1992,Winner,Soap Opera Digest Award,Outstanding Lead Actress: Daytime
Anne Heche,1998,Nominee,Stinker Award,Worst Actress
Anne Heche,2000,Winner,Lucy Award,
Patrick Wilson,2016,Nominee,Golden Globe,Best Performance by an Actor in a Limited Series or Motion Picture Made for Television
Patrick Wilson,2004,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Patrick Wilson,2016,Nominee,Saturn Award,Best Supporting Actor on Television
Patrick Wilson,2006,Nominee,ACCA,Best Cast Ensemble
Patrick Wilson,2016,Nominee,Critics' Choice TV Award,Best Actor in a Movie Made for Television or Limited Series
Patrick Wilson,2014,Nominee,Chainsaw Award,Best Actor
Patrick Wilson,2019,Nominee,Golden Carp Film Award - International,Favorite Actor
Patrick Wilson,2013,Nominee,Fright Meter Award,Best Actor
Patrick Wilson,2016,Nominee,Gold Derby TV Award,TV Movie/Mini Lead Actor
Patrick Wilson,2015,Nominee,IGN Award,Best TV Actor
Patrick Wilson,2003,Winner,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Patrick Wilson,2006,Nominee,Satellite Award,"Best Actor in a Motion Picture, Drama"
Patrick Wilson,2011,Nominee,Scream Award,Best Horror Actor
Patrick Wilson,2019,Winner,Time-Machine Honorary Award,
Patrick Wilson,2019,Nominee,Teen Choice Award,Choice Movie Villain
Patrick Wilson,2006,Winner,Young Hollywood Award,Breakthrough Performance - Male
Justin Kirk,2007,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Justin Kirk,2004,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Justin Kirk,2016,Nominee,Critics' Choice TV Award,Best Guest Actor/Actress in a Drama Series
Justin Kirk,2010,Winner,Gold Derby TV Award,TV Movie/Mini Supporting Actor of the Decade
Justin Kirk,2007,Nominee,Golden Nymph,Outstanding Actor - Comedy Series
Justin Kirk,2004,Nominee,Grace Award,Most Inspirational Television Acting
Justin Kirk,2009,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
Justin Kirk,2008,Winner,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Justin Kirk,2009,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
John Cleese,1989,Nominee,Oscar,"Best Writing, Screenplay Written Directly for the Screen"
John Cleese,1989,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical
John Cleese,2004,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
John Cleese,1989,Winner,BAFTA Film Award,Best Actor
John Cleese,1991,Winner,TV Prize,Best Foreign TV Personality - Male (Bästa utländska man)
John Cleese,1989,Nominee,American Comedy Award,Funniest Actor in a Motion Picture (Leading Role)
John Cleese,2002,Winner,Sir Peter Ustinov Award,
John Cleese,2012,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
John Cleese,1989,Winner,David,Best Foreign Screenplay (Migliore Sceneggiatura Straniera)
John Cleese,2001,Nominee,Video Premiere Award,Best Audio Commentary
John Cleese,1989,Nominee,Edgar,Best Motion Picture
John Cleese,1987,Winner,Peter Sellers Award for Comedy,
John Cleese,1989,Nominee,Grammy,Best Spoken Word Album
John Cleese,1976,Nominee,Hugo,Best Dramatic Presentation
John Cleese,1989,Winner,European Silver Ribbon,
John Cleese,2006,Winner,NAVGTR Award,Supporting Performance in a Drama
John Cleese,2003,Nominee,PFCS Award,Best Acting Ensemble
John Cleese,2017,Winner,Honorary Heart of Sarajevo,
John Cleese,2010,Nominee,VGA,Best Performance by a Human Male
John Cleese,2008,Nominee,VES Award,Outstanding Performance by an Animated Character in an Animated Motion Picture
John Cleese,1989,Nominee,WGA Award (Screen),Best Screenplay Written Directly for the Screen
Ben Shenkman,2004,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Ben Shenkman,2004,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Ben Shenkman,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actor of the Decade
Ben Shenkman,2003,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Kristin Davis,2004,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Kristin Davis,2004,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Kristin Davis,2000,Nominee,American Comedy Award,Funniest Supporting Female Performer in a TV Series
Kristin Davis,2004,Nominee,Gold Derby TV Award,Comedy Supporting Actress
Kristin Davis,2004,Nominee,OFTA Television Award,Best Supporting Actress in a Comedy Series
Kristin Davis,2009,Nominee,People's Choice Award,Favorite Cast
Kristin Davis,2011,Winner,Razzie Award,Worst Actress
Kristin Davis,2005,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Kristin Davis,2010,Winner,ShoWest Award,Ensemble Award
Kristin Davis,1999,Winner,Lucy Award,
Kristin Davis,2012,Nominee,WIN Award,Best Actress in a Made for Television Movie
Kim Cattrall,2004,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Kim Cattrall,2004,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Comedy Series
Kim Cattrall,2009,Nominee,Movies for Grownups Award,Best Supporting Actress
Kim Cattrall,1993,Nominee,Saturn Award,Best Supporting Actress
Kim Cattrall,2001,Nominee,American Comedy Award,Funniest Supporting Female Performer in a TV Series
Kim Cattrall,2008,Winner,NBC Universal Award of Distinction,
Kim Cattrall,2017,Nominee,Canadian Screen Award,Best Performance by an Actress in a Continuing Leading Comedic Role
Kim Cattrall,2006,Nominee,Gemini,Best Host or Interviewer in a General/Human Interest or Talk Program or Series
Kim Cattrall,1982,Nominee,Genie,Best Performance by an Actress in a Leading Role
Kim Cattrall,2011,Winner,Golden Gate Award,
Kim Cattrall,2010,Nominee,Gold Derby TV Award,Comedy Supporting Actress of the Decade
Kim Cattrall,2000,Nominee,OFTA Television Award,Best Supporting Actress in a Comedy Series
Kim Cattrall,2009,Nominee,People's Choice Award,Favorite Cast
Kim Cattrall,2011,Winner,Razzie Award,Worst Actress
Kim Cattrall,2004,Nominee,Golden Satellite Award,"Best Actress in a Supporting Role in a Series, Comedy or Musical"
Kim Cattrall,2005,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Kim Cattrall,2010,Winner,ShoWest Award,Ensemble Award
Kim Cattrall,1999,Winner,Lucy Award,
Bill Cosby,1987,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
Bill Cosby,2003,Winner,Bob Hope Humanitarian Award,
Bill Cosby,1990,Winner,TV Prize,Best Foreign TV Personality - Male (Bästa utländska man)
Bill Cosby,2014,Winner,American Comedy Award,Johnny Carson Award
Bill Cosby,1998,Winner,BMI TV Music Award,
Bill Cosby,2004,Winner,Daytime Emmy,Outstanding Children's Animated Program
Bill Cosby,2007,Winner,Gold Derby TV Award,Life Achievement (Performer)
Bill Cosby,1985,Winner,Golden Apple,Male Star of the Year
Bill Cosby,1987,Winner,Grammy,Best Comedy Recording
Bill Cosby,1969,Winner,Man of the Year,
Bill Cosby,2007,Winner,Hall of Fame,
Bill Cosby,1993,Winner,Blimp Award,Favorite TV Actor
Bill Cosby,2009,Winner,Mark Twain Prize,Mark Twain Prize for American Humor
Bill Cosby,2000,Winner,OFTA TV Hall of Fame,Actors and Actresses
Bill Cosby,1999,Winner,People's Choice Award,Favorite All-Time Television Star
Bill Cosby,1966,Nominee,Gold Medal,Most Promising New Star (Male)
Bill Cosby,1988,Winner,Razzie Award,Worst Picture
Bill Cosby,2002,Winner,Career Achievement Award,
Bill Cosby,1998,Winner,Kennedy Center Honors,
Bill Cosby,1987,Nominee,Stinker Award,Worst Picture
Bill Cosby,2000,Nominee,TV Guide Award,Favorite Actor in a Comedy
Bill Cosby,2011,Winner,Impact Award,
Bill Cosby,1986,Winner,Q Award,Best Actor in a Quality Comedy Series
Bill Cosby,1977,Winner,Star on the Walk of Fame,Television
Robin Weigert,2004,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Robin Weigert,2019,Winner,Career So Far Award,
Robin Weigert,2017,Winner,Special Jury Award,Acting
Robin Weigert,2013,Nominee,Gotham Independent Film Award,Breakthrough Actor
Robin Weigert,2005,Nominee,Prism Award,Performance in a Drama Series Storyline
Robin Weigert,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Robin Weigert,2013,Nominee,Golden Space Needle Award,Best Actress
Drea de Matteo,2005,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Drea de Matteo,2004,Winner,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Drea de Matteo,2010,Nominee,Gold Derby TV Award,Drama Supporting Actress of the Decade
Drea de Matteo,2005,Winner,Gracie,Outstanding Supporting Actress in a Drama Series
Drea de Matteo,2002,Winner,Feature Film Award,Best Actress
Drea de Matteo,2004,Winner,OFTA Television Award,Best Supporting Actress in a Drama Series
Drea de Matteo,2005,Nominee,Actor,Outstanding Performance by a Female Actor in a Drama Series
John Spencer,2003,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
John Spencer,2004,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
John Spencer,2010,Nominee,Gold Derby TV Award,Drama Supporting Actor of the Decade
John Spencer,2002,Winner,OFTA Television Award,Best Supporting Actor in a Drama Series
John Spencer,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
John Spencer,2001,Nominee,TV Guide Award,Supporting Actor of the Year in a Drama Series
John Spencer,2000,Winner,Q Award,Best Supporting Actor in a Quality Drama Series
Janel Moloney,2004,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Janel Moloney,2004,Nominee,Gold Derby TV Award,Drama Supporting Actress
Janel Moloney,2006,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Yasiin Bey,2005,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television
Yasiin Bey,2004,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Yasiin Bey,2004,Nominee,BET Award,Best Actor
Yasiin Bey,2006,Nominee,Black Movie Award,Outstanding Performance by an Actor in a Supporting Role
Yasiin Bey,2008,Nominee,Black Reel,Best Actor
Yasiin Bey,2004,Nominee,Gold Derby TV Award,TV Movie/Mini Lead Actor
Yasiin Bey,2004,Nominee,Gotham Independent Film Award,Breakthrough Actor
Yasiin Bey,2011,Nominee,Grammy,Best Short Form Music Video
Yasiin Bey,2009,Nominee,Image Award,Outstanding Supporting Actor in a Motion Picture
Yasiin Bey,2005,Winner,Vision Award,Best Dramatic Performance
Yasiin Bey,2004,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Miniseries
Yasiin Bey,2005,Nominee,Golden Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Yasiin Bey,2005,Nominee,Teen Choice Award,Choice Rap Artist in a Movie
Yasiin Bey,2006,Nominee,Stinker Award,Most Annoying Fake Accent: Male
David Hyde Pierce,2001,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
David Hyde Pierce,2004,Winner,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
David Hyde Pierce,2001,Nominee,American Comedy Award,Funniest Supporting Male Performer in a TV Series
David Hyde Pierce,1997,Winner,CableACE,Guest Actor in a Dramatic Special or Series
David Hyde Pierce,2015,Nominee,Gold Derby TV Award,Drama Guest Actor
David Hyde Pierce,2002,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
David Hyde Pierce,2004,Nominee,Golden Satellite Award,"Best Actor in a Supporting Role in a Series, Comedy or Musical"
David Hyde Pierce,2004,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
David Hyde Pierce,1998,Winner,TCA Award,Individual Achievement in Comedy
David Hyde Pierce,2001,Nominee,TV Guide Award,Actor of the Year in a Comedy Series
David Hyde Pierce,2000,Winner,Q Award,Best Supporting Actor in a Quality Comedy Series
James Brolin,2004,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television
James Brolin,2004,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
James Brolin,2010,Winner,Action on Film Award,Best Supporting Actor
James Brolin,1997,Winner,Hollywood Discovery Award,Best Feature Film (Over $1 million)
James Brolin,2001,Winner,Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture
James Brolin,1979,Nominee,Stinker Award,Worst On-Screen Couple
James Brolin,1973,Nominee,TP de Oro,Best Foreign Actor (Mejor Actor Extranjero)
James Brolin,1998,Winner,Star on the Walk of Fame,Television
James Brolin,1993,Winner,Bronze Wrangler,Fictional Television Drama
Jamie Defina,2014,Nominee,Primetime Emmy,Outstanding Short-Format Nonfiction Program
Alan Rickman,1997,Winner,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
Alan Rickman,2004,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Alan Rickman,1997,Nominee,BAFTA Film Award,Best Performance by an Actor in a Supporting Role
Alan Rickman,2016,Nominee,Felix,Best Supporting Actor
Alan Rickman,2004,Nominee,Movies for Grownups Award,Best Grownup Love Story
Alan Rickman,2012,Nominee,Saturn Award,Best Supporting Actor
Alan Rickman,2014,Nominee,Hollywood Award,Best Ensemble Cast
Alan Rickman,2012,Nominee,EDA Award,Best Supporting Actor
Alan Rickman,2011,Nominee,ACCA,Best Actor in a Supporting Role
Alan Rickman,2014,Winner,Tiantian Award,Best Supporting Actor
Alan Rickman,2008,Nominee,Critics Choice Award,Best Acting Ensemble
Alan Rickman,1998,Winner,Audience Award,
Alan Rickman,2014,Winner,Krzysztof Kieslowski Award,
Alan Rickman,1992,Nominee,CFCA Award,Best Supporting Actor
Alan Rickman,1997,Winner,Gold Hugo,Best Film
Alan Rickman,1998,Nominee,Chlotrudis Award,Best Director
Alan Rickman,2017,Winner,CinEuphoria,Career - Honorary Award
Alan Rickman,1999,Nominee,Czech Lion,Best Foreign Language Film (Nejlepsí zahranicní film)
Alan Rickman,2016,Winner,Legend Award,
Alan Rickman,1992,Winner,Evening Standard British Film Award,Best Actor
Alan Rickman,2012,Nominee,Gold Derby Award,Supporting Actor
Alan Rickman,1992,Winner,ALFS Award,British Actor of the Year
Alan Rickman,1994,Winner,Best Actor,
Alan Rickman,1992,Nominee,MTV Movie Award,Best Villain
Alan Rickman,2004,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Miniseries
Alan Rickman,2017,Winner,Special Award,
Alan Rickman,2004,Nominee,PFCS Award,Best Ensemble Acting
Alan Rickman,2005,Nominee,Golden Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Alan Rickman,2011,Nominee,Scream Award,Best Supporting Actor
Alan Rickman,2014,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Alan Rickman,2008,Winner,Golden Space Needle Award,Best Actor
Alan Rickman,2011,Nominee,SLFCA Award,Best Supporting Actor
Alan Rickman,1997,Winner,OCIC Award,
Bonnie Hunt,2004,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
Bonnie Hunt,2004,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
Bonnie Hunt,1996,Winner,Saturn Award,Best Supporting Actress
Bonnie Hunt,1999,Nominee,ACCA,Best Cast Ensemble
Bonnie Hunt,2017,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Bonnie Hunt,2000,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actress - Drama
Bonnie Hunt,2001,Winner,Commitment to Chicago Award,
Bonnie Hunt,2010,Nominee,Daytime Emmy,Outstanding Special Class Writing
Bonnie Hunt,2006,Winner,Jury Prize,Best Actress
Bonnie Hunt,2019,Nominee,OFTA Television Award,Best Ensemble in a Motion Picture or Limited Series
Bonnie Hunt,2004,Nominee,Golden Satellite Award,"Best Actress in a Series, Comedy or Musical"
Bonnie Hunt,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
Bonnie Hunt,2003,Nominee,TCA Award,Individual Achievement in Comedy
Bonnie Hunt,1996,Winner,Founder's Award,
Brad Dourif,1976,Nominee,Oscar,Best Actor in a Supporting Role
Brad Dourif,1976,Winner,Golden Globe,Best Acting Debut in a Motion Picture - Male
Brad Dourif,2004,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Brad Dourif,1977,Winner,BAFTA Film Award,Best Supporting Actor
Brad Dourif,1991,Nominee,Saturn Award,Best Supporting Actor
Brad Dourif,2008,Winner,Lifetime Achievement Award,
Brad Dourif,2003,Winner,ACCA,Best Cast Ensemble
Brad Dourif,2013,Winner,Best Actor,
Brad Dourif,1989,Nominee,CFCA Award,Best Supporting Actor
Brad Dourif,2003,Nominee,DVDX Award,Best Audio Commentary (New for DVD)
Brad Dourif,1999,Winner,Fangoria Horror Hall of Fame,
Brad Dourif,1991,Nominee,Genie,Best Performance by an Actor in a Leading Role
Brad Dourif,2019,Nominee,OFTA Television Award,Best Ensemble in a Motion Picture or Limited Series
Brad Dourif,2003,Winner,OFCS Award,Best Ensemble
Brad Dourif,2003,Winner,PFCS Award,Best Acting Ensemble
Brad Dourif,1979,Nominee,Best Actor,
Brad Dourif,2005,Nominee,Golden Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Brad Dourif,2007,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Brad Dourif,1995,Nominee,Best Actor,
John Ritter,1988,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
