,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
1382,"4,501",8.1,Robot Chicken: Star Wars Episode II (TV Short 2008) - IMDb,"
                    The second of three Star Wars themed Robot Chicken parodies.
            "," Seth Green
, Abraham Benrubi
, Bob Bergen
, Ahmed Best
, Rachael Leigh Cook
, Hugh Davidson
, Donald Faison
, Keith Ferguson
, Carrie Fisher
, Seth MacFarlane
, Breckin Meyer
, Dan Milano
, Conan O'Brien
, Adrianne Palicki
, Andy Richter
",English," Animation, , Comedy, Family, Sci-Fi",English, Lucasfilm,
1383,239,6.8,Kathy Griffin: She'll Cut a Bitch (2009) - IMDb,"
                    Two-time Emmy Award-winning and self-proclaimed ""D-Lister"" Kathy Griffin's latest comedy special takes you backstage in Hollywood -- from the Emmys to the Grammys and even to Cher's Malibu mansion!
            "," Kathy Griffin
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
1384,"206,614",8.6,Parks and Recreation (TV Series 2009–2020) - IMDb,"
                    The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.
            "," Amy Poehler
, Nick Offerman
, Aubrey Plaza
, Chris Pratt
, Aziz Ansari
, Jim O'Heir
, Retta
, Rashida Jones
, Adam Scott
, Rob Lowe
",USA,"[' Comedy', ' ', None, None, None]",USA, Deedle-Dee Productions,"Zionsville, Indiana, USA"
1385,"3,995",7.7,"Chris Rock: Kill the Messenger - London, New York, Johannesburg (2008) - IMDb","
                    "," Chris Rock
",English,"[' Documentary', ' Comedy', None, None, None]",English, CR Enterprises,
1386,66,8.1,The Kennedy Center Honors: A Celebration of the Performing Arts (2008) - IMDb,"
                    "," Caroline Kennedy
, Morgan Freeman
, George Jones
, Barbra Streisand
, Twyla Tharp
, The Who
, Pete Townshend
, Roger Daltrey
, Nick Adams
, Christine Baranski
, Jodi Benson
, Gregg Berger
, Beyoncé
, Jack Black
, Garth Brooks
",English,"[' ', ' ', None, None, None]",English, John F. Kennedy Center for the Performing Arts,
1387,"47,175",8.5,Generation Kill (TV Mini-Series 2008) - IMDb,"
                    A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.
            "," Alexander Skarsgård
, James Ransone
, Lee Tergesen
, Jon Huertas
, Stark Sands
, Billy Lush
, Jonah Lotan
, Wilson Bethel
, Pawel Szajda
, Marc Menchaca
, Rey Valentin
, Kellan Lutz
, Mike Figueroa
, Rudy Reyes
, Rich McDonald
, Eric Ladin
, Chance Kelly
, Eric Nenninger
, Brian Patrick Wade
, Neal Jones
, Michael Kelly
, David Barrera
, Benjamin Busch
, Owain Yeoman
, J. Salome Martinez
, Nabil Elouahabi
, Langley Kirkwood
, Stefan Otto
, Sal Alvarez
, Daniel Fox
, Bjorn Steinbach
, Sydney Hall
, Justin Shaw
, Sean Brosnan
, Theo Landey
, Kyle Siebert
, Jeffrey John Carisalez
, Darron Meyer
, Eric Kocher
, Denton Douglas
, Josh Barrett
, Robert John Burke
",USA,"[' Drama', ' ', None, None, None]",USA, Boom,Africa
1388,"8,427",8.2,Little Dorrit (TV Series 2008) - IMDb,"
                    This mini-series tells the story of Amy Dorrit, who spends her days earning money for the family and looking after her proud father, who is a long term inmate of Marshalsea debtors' prison ...
                    "," Claire Foy
, Matthew Macfadyen
, Tom Courtenay
, Judy Parfitt
, Emma Pierson
, Alun Armstrong
, Eddie Marsan
, Jason Thorpe
, Sebastian Armesto
, Andy Serkis
, Rosie Cavaliero
, Amanda Redman
, Russell Tovey
, Georgia King
, Alex Wyndham
, Freema Agyeman
, Zubin Varla
, Maxine Peake
, Ruth Jones
, James Fleet
, Ron Cook
, Bill Paterson
, Anton Lesser
, Sue Johnston
, Pam Ferris
, Annette Crosbie
, Janine Duvitski
, Eve Myles
, Arthur Darvill
, Nicholas Jones
, Jason Watkins
, John Alderton
",UK,"[' Drama', ' ', ' Romance', None, None]",UK, British Broadcasting Corporation (BBC),"The Charterhouse, Charterhouse Square, London, England, UK"
1389,"12,921",7.4,Taking Chance (TV Movie 2009) - IMDb,"
                    Based on real-life events, Lt. Col. "," Kevin Bacon
, Tom Aldredge
, Nicholas Art
, Blanche Baker
, Tom Bloom
, Guy Boyd
, James Castanien
, Gordon Clapp
, Mike Colter
, Henry Coy
, Joel de la Fuente
, Liza Colón-Zayas
, Ann Dowd
, Tate Ellington
, Noah Fleiss
",English,"[' Drama', ' ', None, None, None]",English, HBO Films,
1390,"15,340",8.1,Prayers for Bobby (TV Movie 2009) - IMDb,"
                    True story of Mary Griffith, gay rights crusader, whose teenage son committed suicide due to her religious intolerance. Based on the book of the same title by Leroy Aarons.
            "," Sigourney Weaver
, Henry Czerny
, Ryan Kelley
, Austin Nichols
, Carly Schroeder
, Shannon Eagen
, Scott Bailey
, Rebecca Louise Miller
, Lee Garlington
, Madge Levinson
, Marshall McClean
, Susan Ruttan
, Dan Butler
, Anna Badalamenti
, Ele Bardha
",USA,"[' Biography', ' Drama', ' Romance', None, None]",USA, Daniel Sladek Entertainment,"Detroit, Michigan, USA"
1391,"4,674",7.1,Into the Storm (TV Movie 2009) - IMDb,"
                    Continuing the storyline of "," Brendan Gleeson
, Clive Mantle
, Adrian Scarborough
, Jack Shepherd
, Donald Sumpter
, Andrew Havill
, Iain Glen
, James D'Arcy
, Bill Paterson
, Adrian Fort
, Shaughan Seymour
, Bruce Alexander
, Janet McTeer
, Kathryn Sumner
, Michael Elwyn
",UK,"[' Biography', ' Drama', ' History', ' War', None]",UK, HBO Films,"Lancaster House, The Mall, St. James's, London, England, UK"
1392,"3,446",6.9,Coco Chanel (TV Movie 2008) - IMDb,"
                    The life story of legendary fashion designer Coco Chanel.
            "," Daria Baykalova
, Barbora Bobulova
, Brigitte Boucher
, Emilie Caillon
, Alice Cambournac
, Valentina Carnelutti
, Cécile Cassel
, Carla Cassola
, Valeria Cavalli
, Francesca Cavallin
, Brigitte Christensen
, Robert Dawson
, Marine Delterme
, Alessandro Demcenko
, Jean-Claude Dreyfus
",Italy,"[' Biography', ' Drama', None, None, None]",Italy, Lux Vide,
1393,"9,392",7.4,Grey Gardens (TV Movie 2009) - IMDb,"
                    The lives of "," Drew Barrymore
, Jessica Lange
, Jeanne Tripplehorn
, Ken Howard
, Kenneth Welsh
, Arye Gross
, Louis Ferreira
, Daniel Baldwin
, Malcolm Gets
, Louis Grise
, Joshua Peace
, Neil Babcock
, Ben Carlson
, Olivia Waldriff
, Neil Girvan
",USA,"[' Biography', ' Drama', None, None, None]",USA, HBO Films,"Centre Island, Toronto, Ontario, Canada"
1394,"54,466",8.5,Flight of the Conchords (TV Series 2007–2009) - IMDb,"
                    Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.
            "," Jemaine Clement
, Bret McKenzie
, Rhys Darby
, Kristen Schaal
, Arj Barker
, Frank Wood
, Eugene Mirman
, David Costabile
",USA,"[' Comedy', ' Music', ' Musical', None, None]",USA, Dakota Pictures,"28 Henry Street, New York City, New York, USA"
1395,"19,899",7.6,Big Love (TV Series 2006–2011) - IMDb,"
                    A polygamist and his relationship with his three wives.
            "," Bill Paxton
, Jeanne Tripplehorn
, Chloë Sevigny
, Ginnifer Goodwin
, Douglas Smith
, Grace Zabriskie
, Keegan Holst
, Matt Ross
, Garrett Fraye
, Joel McKinnon Miller
, Amanda Seyfried
, Shawn Doyle
, Melora Walters
, Mary Kay Place
, Harry Dean Stanton
, Daveigh Chase
, Bruce Dern
, Jolean Wejbe
, Tina Majorino
, Mireille Enos
, Gavin Kent
, Ethan Kent
",USA,"[' Drama', ' ', None, None, None]",USA, Anima Sola Productions,"Mentryville, California, USA"
1396,"7,000",7.6,Great Expectations (TV Mini-Series 2011–2012) - IMDb,"
                    The orphan Pip becomes a gentleman when his life is transformed by a mystery benefactor.
            "," Douglas Booth
, Jack Roth
, Ray Winstone
, David Suchet
, Paul Rhys
, Shaun Dooley
, Gillian Anderson
, Vanessa Kirby
, Mark Addy
, Harry Lloyd
, Mary Roscoe
, Paul Ritter
, Tom Burke
, Steve Lately
, Susan Lynch
, Claire Rushbrook
, Perdita Weeks
, Frances Barber
",English,"[' Drama', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
1397,"22,241",8.1,Conan (TV Series 2010– ) - IMDb,"
                    "," Conan O'Brien
, Andy Richter
, Jimmy Vivino and the Basic Cable Band
",USA,"[' Comedy', ' Music', ' Talk-Show', None, None]",USA, Conaco,"Stage 15, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
1398,96,7.8,The 65th Annual Tony Awards (2011) - IMDb,"
                    "," Neil Patrick Harris
, Frank Abagnale Jr.
, Nick Adams
, Theoni V. Aldredge
, Nina Arianda
, Rob Ashford
, Alec Baldwin
, Ellen Barkin
, Rob Bartlett
, Douglas Carter Beane
, Brian Bedford
, Laura Benanti
, Craig Bierko
, Tammy Blanchard
, Jerry Bock
",English,"[' Music', ' ', None, None, None]",English, White Cherry Entertainment,
1399,"210,518",8.4,Futurama (TV Series 1999–2013) - IMDb,"
                    Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.
            "," Billy West
, Katey Sagal
, John DiMaggio
, Tress MacNeille
, Phil LaMarr
, Maurice LaMarche
, Lauren Tom
, David Herman
",USA,"[' Animation', ' Comedy', ' Sci-Fi', None, None]",USA, The Curiosity Company,"New York City, New York, USA"
1400,"21,534",7.2,Survivor (TV Series 2000– ) - IMDb,"
                    A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.
            "," Jeff Probst
",English,"[' Adventure', ' Game-Show', ' Reality-TV', None, None]",English, Mark Burnett Productions,
1401,"15,503",7.6,The Penguins of Madagascar (TV Series 2008–2015) - IMDb,"
                    The daily adventures of penguins living in New York's Central Park Zoo.
            "," John DiMaggio
, Tom McGrath
, Jeff Bennett
, James Patrick Stuart
, Andy Richter
, Kevin Michael Richardson
, Danny Jacobs
, Nicole Sullivan
, Mary Scheer
",USA," Animation, , Adventure, Comedy, Family",USA, DreamWorks Animation,
1402,"9,173",8.1,Paradise Lost 3: Purgatory (2011) - IMDb,"
                    A further followup of the case of the West Memphis Three and the decades long fight to exonerate them that finally gained traction with new DNA evidence.
            "," Gary Gitchell
, Todd Moore
, Dana Moore
, Pam Hobbs
, Terry Hobbs
, Melissa Byers
, John Mark Byers
, Damien Wayne Echols
, Jason Baldwin
, Jessie Misskelley
, John Philipsborn
, Don Horgan
, John N. Fogleman
, Mike Allen
, Domini Teer
",USA,"[' Documentary', ' ', None, None, None]",USA, RadicalMedia,"West Memphis, Arkansas, USA"
1403,"63,202",8.1,Bob's Burgers (TV Series 2011– ) - IMDb,"
                    Bob Belcher, along with his wife and 3 children, try to run their last hope of holding the family together, which is running Bob's dream restaurant.
            "," H. Jon Benjamin
, Dan Mintz
, Eugene Mirman
, John Roberts
, Kristen Schaal
, Larry Murphy
, David Herman
",USA,"[' Animation', ' ', None, None, None]",USA, Bento Box Entertainment,
1404,"272,355",8.0,American Horror Story (TV Series 2011– ) - IMDb,"
                    An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show circus, a haunted hotel, a possessed farmhouse, a cult, the apocalypse, and a slasher summer camp.
            "," Evan Peters
, Sarah Paulson
, Denis O'Hare
, Kathy Bates
, Jessica Lange
, Frances Conroy
, Lily Rabe
, Angela Bassett
, Emma Roberts
, Cheyenne Jackson
",USA,"[' Drama', ' Horror', ' Thriller', None, None]",USA, FX Network,"Hidden Valley, Thousand Oaks, California, USA"
1405,"115,149",7.3,American Dad! (TV Series 2005– ) - IMDb,"
                    The random escapades of Stan Smith, a conservative C.I.A. Agent dealing with family life, and keeping America safe, all in the most absurd way possible.
            "," Seth MacFarlane
, Wendy Schaal
, Scott Grimes
, Rachael MacFarlane
, Dee Bradley Baker
",USA,"[' Animation', ' Comedy', None, None, None]",USA, 20th Century Fox Television,
1406,"12,361",6.8,Late Night with Jimmy Fallon (TV Series 2009–2014) - IMDb,"
                    Comedian Jimmy Fallon hosts a late-night talk show.
            "," Jimmy Fallon
, The Roots
, Steve Higgins
",USA,"[' Comedy', ' ', ' Talk-Show', None, None]",USA, Broadway Video,
1407,25,5.9,The Kennedy Center Honors: A Celebration of the Performing Arts (2011) - IMDb,"
                    "," Caroline Kennedy
, Barbara Cook
, Neil Diamond
, Yo-Yo Ma
, Sonny Rollins
, Meryl Streep
, Kirstie Alley
, Kevin Bacon
, Christine Baranski
, Jodi Benson
, Gregg Berger
, Emily Blunt
, Matthew Broderick
, Pierce Brosnan
, Kevin Clash
",English,"[' Musical', None, None, None, None]",English, Judgemental Films Inc., Judgemental Films Inc.
1408,468,7.9,Independent Lens (TV Series 1999– ) - IMDb,"
                    Different celebrity host present a new independent documentary.
            "," America Ferrera
, Terrence Howard
",USA,"[' Documentary', None, None, None, None]",USA, ITVS,
1409,"1,820",7.2,The 84th Annual Academy Awards (2012) - IMDb,"
                    Annual awards presentation honoring the best film achievements of 2011.
            "," Adam Sandler
, Jessica Chastain
, Tom Cruise
, Brad Pitt
, Tom Hanks
, Christian Bale
, Penélope Cruz
, Natalie Portman
, Robert Downey Jr.
, Shailene Woodley
, Rooney Mara
, Rose Byrne
, Kenneth Branagh
, Emma Stone
, Milla Jovovich
",English,"[' Comedy', ' ', None, None, None]",English, Academy of Motion Picture Arts and Sciences (AMPAS),
1410,118,6.4,The 54th Annual Grammy Awards (2012) - IMDb,"
                    "," LL Cool J
, Adele
, Afrojack
, Jason Aldean
, Marc Anthony
, The Band Perry
, Kate Beckinsale
, Tony Bennett
, Dierks Bentley
, Anand Bhatt
, Chris Brown
, Facundo Cabral
, Glen Campbell
, The Civil Wars
, Kelly Clarkson
",USA,"[' Music', ' ', None, None, None]",USA, AEG Ehrlich Ventures,
1411,"14,012",6.6,Jimmy Kimmel Live! (TV Series 2003– ) - IMDb,"
                    "," Jimmy Kimmel
",USA,"[' Comedy', ' Music', ' Talk-Show', None, None]",USA, Jackhole Industries,"El Capitan Entertainment Center, 6840 Hollywood Blvd., Los Angeles, California, USA"
1412,"1,263",8.1,Who Do You Think You Are? (TV Series 2010– ) - IMDb,"
                    Celebrities are given the opportunity to research their family trees with surprising and often unexpected results.
            "," Mocean Melvin
",English,"[' Documentary', ' ', ' History', None, None]",English, George IV Productions,
1413,"8,460",7.6,Shark Tank (TV Series 2009– ) - IMDb,"
                    Ambitious entrepreneurs present their breakthrough business concepts.
            "," Kevin O'Leary
, Phil Crowley
, Robert Herjavec
, Mark Cuban
, Lori Greiner
, Daymond John
, Barbara Corcoran
",USA,"[' Family', ' ', None, None, None]",USA, MGM Television,"Stage 9, Sony Studios, Culver City, California, USA"
1414,"9,357",8.0,The Hour (TV Series 2011–2012) - IMDb,"
                    A behind-the-scenes drama and espionage thriller in Cold War-era England that centers on a journalist, a producer, and an anchorman for an investigative news programme.
            "," Romola Garai
, Ben Whishaw
, Dominic West
, Anna Chancellor
, Joshua McGuire
, Lisa Greenwood
, Oona Chaplin
, Julian Rhind-Tutt
, Paul Chahidi
, Anton Lesser
, Peter Capaldi
, Vincent Riotta
, Peter Sullivan
, Hannah Tointon
, Tom Burke
, Tomiwa Edun
, Robert Demeger
, Morgan Watkins
, Kirsty Mather
",English,"[' Drama', ' ', None, None, None]",English, Kudos Film and Television,
1415,764,7.9,Food Revolution (TV Series 2010–2011) - IMDb,"
                    Impassioned chef Jamie Oliver is determined to take on the high statistics of obesity, heart disease and diabetes in the United States.
            "," Jamie Oliver
, Alice Gue
, Rod Willis
, Mike McGalliard
",USA,"[' Reality-TV', ' ', None, None, None]",USA, Fresh One Productions,"Huntington, West Virginia, USA"
1416,"49,901",8.3,MythBusters (TV Series 2003– ) - IMDb,"
                    A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.
            "," Robert Lee
, Jamie Hyneman
, Adam Savage
, Kari Byron
, Tory Belleci
, Grant Imahara
",USA,"[' Documentary', ' Mystery', ' Reality-TV', None, None]",USA, Beyond Entertainment,"M7 Industries, San Francisco, California, USA"
1417,"17,925",7.8,Portlandia (TV Series 2011–2018) - IMDb,"
                    A sketch-comedy series that parodies life in Portland, Oregon.
            "," Fred Armisen
, Carrie Brownstein
",English,"[' Comedy', ' ', None, None, None]",English, Broadway Video,
1418,"787,888",9.1,Sherlock (TV Series 2010–2017) - IMDb,"
                    A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.
            "," Benedict Cumberbatch
, Martin Freeman
, Una Stubbs
, Rupert Graves
, Louise Brealey
, Mark Gatiss
, Andrew Scott
, Amanda Abbington
, Jonathan Aris
",UK,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",UK, Hartswood Films,"St. Bartholomew's Hospital, London, England, UK"
1419,"118,423",8.5,Luther (TV Series 2010–2019) - IMDb,"
                    DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.
            "," Idris Elba
, Dermot Crowley
, Michael Smiley
, Warren Brown
, Ruth Wilson
, Paul McGann
",UK,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",UK, British Broadcasting Corporation (BBC),"Southwark Bridge, Southwark, London, England, UK"
1420,"3,177",5.8,Undercover Boss (TV Series 2010– ) - IMDb,"
                    Bosses of chain businesses go undercover to their own stores in various locations and various jobs around the store and interact with the employees. Depending on the employee's impression, ...
                    "," Mark Keller
",USA,"[' Reality-TV', ' ', None, None, None]",USA, All3Media America,
1421,"20,879",7.4,Game Change (TV Movie 2012) - IMDb,"
                    Governor "," Julianne Moore
, Woody Harrelson
, Ed Harris
, Peter MacNicol
, Jamey Sheridan
, Sarah Paulson
, Ron Livingston
, David Barry Gray
, Larry Sullivan
, Mikal Evans
, Colby French
, Bruce Altman
, Spencer Garrett
, Brian Howe
, John Rothman
",USA,"[' Biography', ' Drama', ' History', None, None]",USA, HBO Films,"Brooklandville, Maryland, USA"
1422,"24,091",8.0,Hatfields & McCoys (TV Mini-Series 2012) - IMDb,"
                    Dramatization of the bitter blood feud between the two families on the West Virginia/Kentucky border in the years after the Civil War.
            "," Kevin Costner
, Bill Paxton
, Matt Barr
, Tom Berenger
, Powers Boothe
, Andrew Howard
, Jena Malone
, Sarah Parish
, Lindsay Pulsipher
, Ronan Vibert
, Joe Absolom
, Noel Fisher
, Boyd Holbrook
, Tom McKay
, Sam Reid
, Mare Winningham
, Greg Patmore
, Max Deacon
, John Bell
, Nick Dunning
, Katie Griffiths
, Joy McBrinn
, Adam Jones
, Darrell Fetty
, Jon Bloch
, Bill Millsap
, Michael Woods
, Park Chisolm
, Stacha Hicks
, Levi Bowling
, Jilon VanOver
, Damian O'Hare
, Andy Gathergood
, Christopher Hatherall
, Noah Taylor
, Ben Cartwright
, Jack Laskey
, Jonathan Fredrick
, Michael Jibson
, Chad Hugghins
, Tyler Jackson
, Alixandra von Renner
, Lloyd Hutchinson
, Michael Greco
, Rebecca Calder
, Serbanescu Florin
, Constantin Viscreanu
, Ionut Alexandru
, James Carroll Jordan
, Rob Moran
, David Kennedy
, Michael Mears
, Stuart Martin
, Rio Fanning
",USA," Drama, History, Romance, War, Western",USA, Thinkfactory Media,"Huntington, West Virginia, USA"
1423,"8,802",6.3,Hemingway & Gellhorn (TV Movie 2012) - IMDb,"
                    A drama centered on the romance between "," Nicole Kidman
, Clive Owen
, David Strathairn
, Rodrigo Santoro
, Molly Parker
, Parker Posey
, Tony Shalhoub
, Santiago Cabrera
, Lars Ulrich
, Peter Coyote
, Joan Chen
, Saverio Guerra
, Mark Pellegrino
, Remy Auberjonois
, Anthony Brandon Wong
",English,"[' Biography', ' Drama', ' Romance', None, None]",English, Attaboy Films,
1424,"44,001",8.3,Veep (TV Series 2012–2019) - IMDb,"
                    Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.
            "," Julia Louis-Dreyfus
, Anna Chlumsky
, Tony Hale
, Reid Scott
, Timothy Simons
, Matt Walsh
, Gary Cole
, Kevin Dunn
, Sufe Bradshaw
, Sarah Sutherland
, Sam Richardson
",USA,"[' Comedy', ' ', None, None, None]",USA, Dundee Productions,"Sykesville, Maryland, USA"
1425,"169,709",8.5,Boardwalk Empire (TV Series 2010–2014) - IMDb,"
                    An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.
            "," Steve Buscemi
, Kelly Macdonald
, Michael Shannon
, Shea Whigham
, Stephen Graham
, Vincent Piazza
, Michael Kenneth Williams
, Paul Sparks
, Gretchen Mol
, Michael Stuhlbarg
, Anthony Laciura
, Jack Huston
, Anatol Yusef
, Brady Noon
, Connor Noon
, Lucy Gallina
, Josie Gallina
, Declan McTigue
, Rory McTigue
, Michael Pitt
, Aleksa Palladino
, Paz de la Huerta
, Dabney Coleman
, Charlie Cox
",USA,"[' Crime', ' Drama', ' History', None, None]",USA, Home Box Office (HBO),"Ditmas Park, Brooklyn, New York City, New York, USA"
1426,"11,463",7.1,The New Adventures of Old Christine (TV Series 2006–2010) - IMDb,"
                    A divorced mom tries to keep pace with everyone around her.
            "," Julia Louis-Dreyfus
, Clark Gregg
, Hamish Linklater
, Trevor Gagnon
, Emily Rutherfurd
, Tricia O'Kelley
, Alex Kapp
, Wanda Sykes
",English,"[' Comedy', ' ', None, None, None]",English, Warner Bros. Television,
1427,"64,572",7.3,Girls (TV Series 2012–2017) - IMDb,"
                    A comedy about the experiences of a group of girls in their early 20s.
            "," Lena Dunham
, Allison Williams
, Jemima Kirke
, Adam Driver
, Zosia Mamet
, Alex Karpovsky
, Andrew Rannells
, Ebon Moss-Bachrach
",English,"[' Comedy', ' Drama', None, None, None]",English, Apatow Productions,
1428,"345,116",8.4,Modern Family (TV Series 2009–2020) - IMDb,"
                    Three different but related families face trials and tribulations in their own uniquely comedic ways.
            "," Ed O'Neill
, Sofía Vergara
, Julie Bowen
, Ty Burrell
, Jesse Tyler Ferguson
, Eric Stonestreet
, Rico Rodriguez
, Sarah Hyland
, Nolan Gould
, Ariel Winter
, Aubrey Anderson-Emmons
, Jeremy Maguire
",USA,"[' Comedy', ' Drama', ' Romance', None, None]",USA, Levitan / Lloyd,"2211 Fox Hills Dr, Los Angeles, California, USA"
1429,"159,320",8.7,Downton Abbey (TV Series 2010–2015) - IMDb,"
                    A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.
            "," Hugh Bonneville
, Laura Carmichael
, Jim Carter
, Brendan Coyle
, Michelle Dockery
, Joanne Froggatt
, Robert James-Collier
, Phyllis Logan
, Elizabeth McGovern
, Sophie McShera
, Lesley Nicol
, Maggie Smith
, Penelope Wilton
, Kevin Doyle
, Allen Leech
, David Robb
, Dan Stevens
, Siobhan Finneran
, Raquel Cassidy
, Jessica Brown Findlay
, Lily James
",UK,"[' Drama', ' Romance', None, None, None]",UK, Carnival Film & Television,"The Charterhouse, Charterhouse Square, London, England, UK"
1430,41,6.8,The 50th Annual Grammy Awards (2008) - IMDb,"
                    The 50th anniversary of the Grammy Awards celebrated with tributes, live music and this year's awards.
            "," Akon
, Adrian Anderson
, Patti Austin
, Burt Bacharach
, Fantasia Barrino
, Jason Bateman
, Madison Bumble Bees
, Tony Bennett
, Dierks Bentley
, Beyoncé
, Andrea Bocelli
, Chris Brown
, Ann Marie Calhoun
, Cab Calloway
, Cher
",English,"[' Music', ' ', None, None, None]",English, Cossette Productions,
1431,"1,440",6.9,The 80th Annual Academy Awards (2008) - IMDb,"
                    In the annual awards presentation, the nominated films include "," Jon Stewart
, Jan Aaris
, Amy Adams
, Casey Affleck
, Jessica Alba
, Don Ameche
, Paul Thomas Anderson
, Michelangelo Antonioni
, Jan Archibald
, Alan Arkin
, Karen Baker Landers
, Javier Bardem
, Michael Bay
, Ingmar Bergman
, Brad Bird
",USA,"[' Comedy', ' Music', None, None, None]",USA, Academy of Motion Picture Arts and Sciences (AMPAS),"California, USA"
1432,162,3.7,2007 MTV Video Music Awards (2007) - IMDb,"
                    "," 50 Cent
, Akon
, Lily Allen
, Pamela Anderson
, Bobby Aronofsky
, Celina Beach
, Beyoncé
, Mary J. Blige
, Bono
, Chris Brown
, Sean 'Diddy' Combs
, Lauren Conrad
, Chris Daughtry
, Rosario Dawson
, September Day
",English,"[' Music', ' ', None, None, None]",English, Den of Thieves,
1433,"17,996",7.0,Justice League: The New Frontier (Video 2008) - IMDb,"
                    In the 1950s, a new generation of superheroes must join forces with the community's active veterans and a hostile US government to fight a menace to Earth.
            "," David Boreanaz
, Miguel Ferrer
, Neil Patrick Harris
, John Heard
, Lucy Lawless
, Kyle MacLachlan
, Lex Lang
, Phil Morris
, Kyra Sedgwick
, Brooke Shields
, Jeremy Sisto
, Joe Alaskey
, Jeff Bennett
, Corey Burton
, Townsend Coleman
",USA," Animation, , Adventure, Fantasy, Sci-Fi",USA, Warner Bros. Animation,
1434,"7,777",8.1,Robot Chicken: Star Wars (TV Short 2007) - IMDb,"
                    The first of three Star Wars themed Robot Chicken parodies.
            "," Seth Green
, Candace Bailey
, Abraham Benrubi
, Bob Bergen
, Ahmed Best
, Donald Faison
, Joey Fatone
, Keith Ferguson
, Mark Hamill
, Hulk Hogan
, Tom Kane
, George Lucas
, Seth MacFarlane
, Malcolm McDowell
, Breckin Meyer
",English," Animation, Short, Adventure, Comedy, Family",English, Lucasfilm,
1435,200,6.7,Oswald's Ghost (2007) - IMDb,"
                    It accounts the events before and after one the most important events during that time, and they were told through eyewitnesses who were living at that time.
            "," Hugh Aynesworth
, David Bellin
, Hale Boggs
, Judith Campbell Exner
, Fidel Castro
, Ramsey Clark
, John Sherman Cooper
, Walter Cronkite
, J.E. Curry
, Robert Dallek
, Ngo Dinh Diem
, Allen Dulles
, Edward Jay Epstein
, Edmond Fatter
, David Ferrie
",USA,"[' Documentary', ' ', None, None, None]",USA, British Broadcasting Corporation (BBC),
1436,415,8.1,Creature Comforts America (TV Series 2007– ) - IMDb,"
                    U.S. version of the popular animated U.K series about animals who talk about various aspects of everyday life.
            "," Julie Dove
, The Great American Public
",English,"[' Animation', ' Comedy', None, None, None]",English, Aardman Animations,
1437,"44,840",7.3,King of the Hill (TV Series 1997–2010) - IMDb,"
                    A straight-laced propane salesman in Arlen, Texas tries to deal with the wacky antics of his family and friends, while also trying to keep his son in line.
            "," Mike Judge
, Kathy Najimy
, Pamela Adlon
, Johnny Hardwick
, Stephen Root
, Brittany Murphy
, Toby Huss
, David Herman
, Ashley Gardner
",USA,"[' Animation', ' Comedy', ' Drama', None, None]",USA, Deedle-Dee Productions,
1438,"1,753",8.3,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki (2007) - IMDb,"
                    Using extensive interviews with survivors and archival footage, an examination reveals the aftermath of the atomic bombing of Hiroshima and Nagasaki.
            "," Harold Agnew
, Shuntaro Hida
, Kiyoko Imori
, Morris Jeppson
, Lawrence Johnston
, Pan Yeon Kim
, Etsuko Nagano
, Keiji Nakazawa
, Chiemi Oka
, Franklin D. Roosevelt
, Shigeko Sasamori
, Sakue Shimodaira
, Yasuyo Tanaka
, Harry S. Truman
, Theodore Van Kirk
",USA,"[' Documentary', ' ', None, None, None]",USA, HBO Documentary Films,"Hiroshima, Japan"
1439,221,7.8,Kathy Griffin: Straight to Hell (2007) - IMDb,"
                    Kathy Griffin talks about her Emmy acceptance speech, "," Kathy Griffin
",English,"[' Documentary', ' ', None, None, None]",English, Bravo Networks,
