rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
"1,888",8.3,The Jewel in the Crown (TV Mini-Series 1984) - IMDb,"
                    The British Raj: though their position seems secure, thoughtful English men and women know that ""their"" time in India is coming to an end. The story begins with an unjust arrest for rape, ...
                    "," Tim Pigott-Smith
, Geraldine James
, Wendy Morgan
, Judy Parfitt
, Rosemary Leach
, Peggy Ashcroft
, Geoffrey Beevers
, Eric Porter
, Nicholas Le Prevost
, Art Malik
, Derrick Branche
",English,"[' Drama', ' ', ' Romance', ' War', None]",English, Granada Television,
603,7.0,Christopher Columbus (TV Mini-Series 1985) - IMDb,"
                    After his proposal to sail west to the East Indies is rejected by Portugal, Columbus overcomes court intrigue in Spain to gain support for his expedition.
            "," Gabriel Byrne
, Rossano Brazzi
, Virna Lisi
, Oliver Reed
, Raf Vallone
, Max von Sydow
, Eli Wallach
, Nicol Williamson
, Faye Dunaway
, Michel Auclair
, William Berger
, Keith Buckley
, Mark Buffery
, Anne Canovas
, Elpidia Carrillo
, Massimo Girotti
, Larry Lamb
, Stefano Madia
, Audrey Matson
, Murray Melvin
, Jack Watson
, Hal Yamanouchi
, Claudio Aliotti
, Patrick Bauchau
, Kasimir Berger
, Sal Borgese
, Charles Borromel
, Tony Camilleri
, Scott Coffey
, Cyrus Elias
, Francesco Lattuada
, Patrick Longhi
, Alexander Lopez
, Antonio Marsina
, David Mills
, Lino Mintoff
, Brizio Montinaro
, Joseph Murphy
, Luca Orlandini
, Iris Peynado
, Jean-François Poron
, Erik Schumann
, Gregory Snegoff
, John Suda
, Sergio Testori
, Fabiola Toledo
, Josefina Vetencourt
, Heinz Weiss
, David de Keyser
, Alexander Lopi
, César Olmos
, Robert Rietty
",English,"[' Adventure', ' ', ' Drama', ' History', None]",English, Bavaria Atelier,
536,7.9,Garfield in the Rough (TV Short 1984) - IMDb,"
                    Garfield, Jon, and Odie head out into the great outdoors.
            "," Lorenzo Music
, Thom Huge
, Gregg Berger
, George Wendt
, Hal Smith
, Orson Bean
, Desirée Goyette
",English," Animation, , Adventure, Comedy, Family",English, Film Roman Productions,
,,Perry Como's Christmas in England (1984) - IMDb,"
                    "," Ann-Margret
, Cambridge Buskers
, Perry Como
, London Folk
",USA,"[' Comedy', ' ', None, None, None]",USA, Jeff Margolis Productions,"City of London, England, UK"
54,9.1,Motown Returns to the Apollo (1985) - IMDb,"
                    "," Debbie Allen
, Gerald Alston
, Ricky Bell
, Renaldo Benson
, Edward 'Sonny' Bivins
, Michael Bivins
, Tempestt Bledsoe
, Lisa Bonet
, Boy George
, Bunny Briggs
, Bobby Brown
, James Brown
, Gregg Burge
, Earl Carroll
, Joe Cocker
",English,"[' Music', None, None, None, None]",English, Motown Productions,
,,Christmas in Washington (1984) - IMDb,"
                    "," Nell Carter
, Hal Linden
, Donny Osmond
, Marie Osmond
, The Osmonds
, Frederica von Stade
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
45,8.8,Disneyland's 30th Anniversary Celebration (1985) - IMDb,"
                    A look back into the first thirty years of Disneyland's history. Featuring old news footage of opening day back in 1955, with Walt Disney himself, giving a speech. There is also a ...
                    "," John Forsythe
, Drew Barrymore
, Debbie Allen
, Julie Andrews
, Roy Clark
, David Hasselhoff
, Julian Lennon
, Marie Osmond
, Harry Anderson
, Donna Summer
, Mindy Cohn
, Kim Fields
, Annette Funicello
, John Moschitta Jr.
, Tina Yothers
",English,"[' Documentary', ' ', None, None, None]",English, Walt Disney Television,
"10,368",7.4,V (TV Series 1984–1985) - IMDb,"
                    A year after Liberation Day, courtesy of the red-dust bacteria, the humanoid, lizard-like aliens develop a resistance to the micro-organism and try to regain control of the Earth--only now some humans are knowingly working with them.
            "," Jane Badler
, June Chadwick
, Jennifer Cooke
, Robert Englund
, Faye Grant
, Marc Singer
, Jeff Yagher
, Michael Ironside
, Lane Smith
, Blair Tefkin
, Michael Wright
, Howard K. Smith
, Aki Aleong
, Judson Scott
",English,"[' Action', ' ', ' Sci-Fi', ' Thriller', None]",English, Warner Bros. Television,
143,6.6,Victims for Victims: The Theresa Saldana Story (TV Movie 1984) - IMDb,"
                    The true story of the brutal attack on actress Theresa Saldana by an unbalanced fan. As a result of her ordeal and its aftermath, Saldana becomes involved in the victims' rights movement.
            "," Theresa Saldana
, Adrian Zmed
, Lelia Goldoni
, Lawrence Pressman
, Mariclare Costello
, Linda Carlson
, Stanley Kamel
, Pierrino Mascarino
, Patricia McAneny
, William Allen Young
, Estelle Getty
, Barbara Tarbuck
, Kate Charleson
, Philip English
, Arva Holt
",English,"[' Biography', ' Drama', None, None, None]",English, Orion Television,
"17,865",7.6,Moonlighting (TV Series 1985–1989) - IMDb,"
                    The quirky cases of a former model and a smart aleck detective who manage a private detective agency.
            "," Cybill Shepherd
, Bruce Willis
, Allyce Beasley
, Curtis Armstrong
, Kristine Kauffman
, Jonathan Ames
, Daniel Fitzpatrick
",English,"[' Comedy', ' ', ' Mystery', ' Romance', None]",English, ABC Circle Films,
226,6.5,"My Wicked, Wicked Ways: The Legend of Errol Flynn (TV Movie 1985) - IMDb","
                    Presumably this is an adaptation of Australian actor Errol Flynn's autobiography, ""My Wicked, Wicked Ways.""
            "," Duncan Regehr
, Adrian Aron
, James Bacon
, Robert Beckler
, William Beckley
, Vanna Bonta
, Mark Bringelson
, Jan Burrell
, Pepe Callahan
, Michael Callan
, Mark Carlton
, Camilla Carr
, George Coe
, Denise Crosby
, Noel De Souza
",English,"[' Biography', ' ', None, None, None]",English, CBS,
171,6.8,The Three Wishes of Billy Grier (TV Movie 1984) - IMDb,"
                    A teenager must cope with a disease that causes himself to age at an astronomical rate.
            "," Ralph Macchio
, Betty Buckley
, Hal Holbrook
, Season Hubley
, Jeffrey Tambor
, Lawrence Pressman
, Conchata Ferrell
, Ed Lauter
, Viveca Lindfors
, Laura Dern
, Betty Phillips
, Meredith Bain Woodward
, Janet Wright
, Bill Murdoch
, Lillian Carlson
",English,"[' Drama', ' ', None, None, None]",English, I & C Productions,
866,7.9,Fatal Vision (TV Mini-Series 1984) - IMDb,"
                    A retiree spends nine years relentlessly seeking to prove that his son-in-law, a former Green Beret Army doctor, murdered his pregnant wife and two daughters.
            "," Karl Malden
, Eva Marie Saint
, Barry Newman
, Gary Cole
, Andy Griffith
, Gary Grubbs
, Joel Polis
, Mitchell Ryan
, Wendy Schaal
, Scott Paulin
, Barry Corbin
, Albert Salmi
, Alexandra Johnson
, Paddi Edwards
, Frank Dent
, Carmen Argenziano
, Andy Wood
, Dennis Redfield
, Joe Mays
, Rex Ryon
, J.P. Bumstead
, Brandy Gold
, Dylan Galer
, Lance Rosen
, Patricia Duff
, Nadine Van der Velde
, Laurence Haddon
, Jack Rader
, Kenneth Tigar
, Fred Morsell
, Roy London
, Ken Hill
, Eugene Butler
, Judith Barsi
, Anne Betancourt
, Scotch Byerley
, Kathy Christopher
, Robert Clotworthy
, Hortensia Colorado
, Kathleen Coyne
, David Dangler
, Matthew Faison
, Norman Alexander Gibbs
, Howard Goodwin
, Lance Gordon
, Norman Lee Harris
, Billy James
, Steve James
, Allan Kolman
, Richard Lineback
, Tracee Lyles
, James Morrison
, Clare Torao
, Fred Ponzlov
, Fred Retes
, John Rose
, Paul Ryan
, Miguel Sandoval
, Grayce Spence
, Tom Tarpey
, Brian Thompson
, Arnold F. Turner
, Beth Ringwald
, Wesley Thompson
, Bill Vint
, Justine Visone
, Peter Vogt
",English,"[' Crime', ' ', ' History', ' Thriller', None]",English, National Broadcasting Company (NBC),
"2,553",7.3,The Burning Bed (TV Movie 1984) - IMDb,"
                    An abused battered wife has had enough of husband beating up on her. Everywhere she turns for help, there's not much anyone will do. After he rapes her one night, she sets the bed on fire with him in it asleep.
            "," Farrah Fawcett
, Paul Le Mat
, Richard Masur
, Grace Zabriskie
, Penelope Milford
, Christa Denton
, James T. Callahan
, Gary Grubbs
, David Friedman
, David Andrews
, James Hampton
, Virgil Frye
, Dixie K. Wade
, Heather Rich
, Justin Gocke
",English,"[' Crime', ' Drama', None, None, None]",English, Tisch/Avnet Productions Inc.,
105,7.5,Robert Kennedy and His Times (TV Mini-Series 1985) - IMDb,"
                    A personal portrait of one of the most controversial men of this century and the turbulent times in which he lived. An entire era, including the fight for civil rights, the Cuban Missile ...
                    "," Jordan Charney
, John Ericson
, Danna Hansen
, Mimi Kennedy
, Dean Santoro
, Charles Bateman
, Juanin Clay
, Dorothy Fielding
, Belita Moreno
, James Read
, Dennis Redfield
, Alan Rosenberg
, Hansford Rowe
, Trey Wilson
, Betsy Baker
, Jason Bateman
, Jeremy Brown
, Shannen Doherty
, Jordan Denton
, Natalie Gregory
, Rebecca Gullion
, Chris Hebert
, River Phoenix
, Steve Rumph
, Branden Williams
, Nancy Abramson
, Phyllis Applegate
, Amanda Barrett
, Dorothy Butts
, Ralph Clift
, Darlene Conley
, Walter Covell
, Kathy Cronkite
, Reid Cruickshanks
, Robert Decker
, Louis De Farra
, Ben Fuhrman
, Gokul
, Albert Hall
, Richard Kuss
, Wendy LaMastra
, Charles Lanyer
, Christopher Lofton
, John McCook
, Elizabeth Norment
, Austin Stoker
, Jack Thibeau
, Frank Toste
, Jean-Paul Vignon
, Madison Arnold
, Barbara Allyne Bennet
, Pat Corley
, Matthew Faison
, Bruce French
, James Hornbeck
, Will Jeffries
, Shelly Lipkin
, Walter Mathews
, David Lloyd Nelson
, William Wintersole
, Wayne Armstrong
, David Austin
, Joe Dorsey
, Richard Fullerton
, Patrick Gorman
, Haven Earle Haley
, Maurice Marsac
, Bufort McClerkins
, Paul Napier
, Jerold Pearson
, Matthew Ribis
, John Scott
, Brent Spiner
, Edmund Tenney
, John Escobar
, Walter Gotell
, William James Kennedy
, Cady McClain
",English,"[' Drama', ' ', None, None, None]",English, Columbia Pictures Television,
116,6.3,Love Lives On (TV Movie 1985) - IMDb,"
                    A 15-year-old girl must choose between continuing her pregnancy and undergoing treatment for her fast-growing cancer.
            "," Mary Stuart Masterson
, Sam Waterston
, Christine Lahti
, Ricky Paull Goldin
, Louise Latham
, Joe Regalbuto
, Margaret Blye
, John Doolittle
, Kevin Scannell
, Lauren Holly
, Keri Houlihan
, Bill Calvert
, Jack Thibeau
, John Wesley
, Christine Avila
",English,"[' Drama', ' ', None, None, None]",English, Script / Song Productions,
198,7.1,The Jesse Owens Story (TV Movie 1984) - IMDb,"
                    A biopic of the four-time Olympic gold medallist "," Dorian Harewood
, Dan Ammerman
, Bob Banks
, Tom Bosley
, Johnny Brink
, Georg Stanford Brown
, LeVar Burton
, Bernard Canepari
, Robert Chidsey
, Glenn Colerider
, Barry Corbin
, Ronny Cox
, Chris Douridas
, Norman Fell
, Tom Fulton
",English,"[' Biography', ' ', ' History', ' Sport', None]",English, Harve Bennett Productions,
342,7.3,Wallenberg: A Hero's Story (TV Movie 1985) - IMDb,"
                    The story of Raoul Wallenberg, a Swedish diplomat responsible for saving thousands of lives from the Nazi Holocaust.
            "," Richard Chamberlain
, Alice Krige
, Kenneth Colley
, Melanie Mayron
, Stuart Wilson
, Bibi Andersson
, David Robb
, Mark Rylance
, Ralph Arliss
, Keve Hjelm
, Jimmy Nail
, Olaf Pooley
, Georgia Slowe
, Guy Deghy
, Curt Lowens
",English,"[' Biography', ' ', ' History', ' War', None]",English, Dick Berg-Stonehenge Productions,
356,6.7,The Atlanta Child Murders (TV Mini-Series 1985) - IMDb,"
                    The city of Atlanta, Georgia, is terrorized by a rash of child murders occurring in its black community. When a black photographer is arrested for the crimes, controversy erupts over ...
                    "," Jason Robards
, James Earl Jones
, Rip Torn
, Morgan Freeman
, Calvin Levels
, Lynne Moody
, Ruby Dee
, Gloria Foster
, Paul Benjamin
, Andrew Robinson
, Christopher Allport
, Guy Boyd
, Gary Graham
, Bill Paxton
, Percy Rodrigues
, William Allen Young
, Martin Sheen
, Tina Andrews
, Michael Alldredge
, Jim Antonio
, Stephen Godwin
, Ernest Harden Jr.
, Don Hood
, Kenneth Kimmins
, Christopher Maher
, Alley Mills
, CCH Pounder
, Veronica Redd
, Henry G. Sanders
, Lisa Blake Richards
, Barbara Sammeth
, Essex Smith
, Harold Sylvester
, Royce Wallace
, Charles Weldon
, John Wesley
, Mark Arnold
, Beau Billingslea
, Ed Cambridge
, Marilyn Coleman
, Noel Conlon
, John Devlin
, Clarence Floyd III
, Zero Hubbard
, Barbara Harris
, Steve James
, John Lafayette
, Lawrence Lott
, Felton Perry
, John Petlock
, Jack Rader
, J.W. Smith
, Maurice Sneed
, Christopher St. John
, Kristoff St. John
, Olga Talyn
, Robert S. Telford
, Anthony Thompkins
, Ellen Tobie
, Myrna White
, Noble Willingham
, Erica Yohn
, BJ Davis
",English,"[' Crime', ' ', ' Mystery', None, None]",English, Rafshoon Communications,
108,5.6,The Execution (TV Movie 1985) - IMDb,"
                    The members of a San Diego Wednesday night womens' mah jongg club are five survivors of a Nazi concentration camp. They recognize the owner of a local restaurant, Walter Grossman, as a ...
                    "," Loretta Swit
, Rip Torn
, Jessica Walter
, Barbara Barrie
, Sandy Dennis
, Valerie Harper
, Martin E. Brooks
, Michael Lerner
, Allan Miller
, Alan Oppenheimer
, John Randolph
, Peter White
, Robert Hooks
, Rita Zohar
, Jered Barclay
",English,"[' Drama', ' ', None, None, None]",English, Comworld Productions,
124,6.0,The 57th Annual Academy Awards (1985) - IMDb,"
                    "," Jack Lemmon
, F. Murray Abraham
, Debbie Allen
, Gene Allen
, Peggy Ashcroft
, Victor Banerjee
, Jennifer Beals
, Robert Benton
, Candice Bergen
, Mark Berger
, Todd Boekelheide
, Beau Bridges
, Dorothy Dean Bridges
, Jeff Bridges
, Lloyd Bridges
",English,"[' News', ' ', None, None, None]",English, Academy of Motion Picture Arts and Sciences (AMPAS),
"2,518",7.0,Scarecrow and Mrs. King (TV Series 1983–1987) - IMDb,"
                    The adventures of a housewife and a spy, with whom she fell in love.
            "," Kate Jackson
, Bruce Boxleitner
, Beverly Garland
, Mel Stewart
, Martha Smith
, Greg Morton
, Paul Stout
",English,"[' Adventure', ' Comedy', ' Romance', None, None]",English, B & E Enterprises,
39,7.5,Night of 100 Stars II (1985) - IMDb,"
                    "," Debbie Allen
, Peter Allen
, Harry Anderson
, Ann-Margret
, Lucie Arnaz
, Nick Ashford
, Edward Asner
, Tracy Austin
, Scott Baio
, Lucille Ball
, Douglas Barr
, Hinton Battle
, Anne Baxter
, Meredith Baxter
, Geoffrey Beene
",English,"[' Comedy', ' ', ' Music', None, None]",English,IMDbPro,
923,6.9,The New Mike Hammer (TV Series 1984–1989) - IMDb,"
                    The cases of Mickey Spillane's classic private eye character.
            "," Stacy Keach
, Lindsay Bloom
, Don Stroud
, Kent Williams
, Donna Denton
, Lee Benton
",English,"[' Crime', ' ', ' Mystery', ' Thriller', None]",English, Columbia Pictures Television,
611,7.4,The Best Christmas Pageant Ever (TV Movie 1983) - IMDb,"
                    A teacher puts on a Christmas pageant and puts the worst children in school as the stars.
            "," Loretta Swit
, Jackson Davies
, Antony Holland
, David Alexander
, Fairuza Balk
, Ocean Hellman
, Janet Wright
, Teri Dean
, Beau Heaton
, Megan Hunt
, Jason Michas
, Shane Punt
, Glen Reid
, Lynne Gorman
, Anna Hagan
",English,"[' Comedy', ' ', None, None, None]",English, Comworld Productions,
210,8.2,Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art (TV Movie 1983) - IMDb,"
                    As the Metropolitan Museum of Art closes, Big Bird decides to leave his Sesame Street friends behind in search of Snuffy. Once locked inside for the night, educational hilarity ensues as ...
                    "," Caroll Spinney
, Frank Oz
, Jerry Nelson
, Martin P. Robinson
, Richard Hunt
, Brian Meehl
, Jim Henson
, Linda Bove
, Northern Calloway
, Loretta Long
, Sonia Manzano
, Bob McGrath
, Roscoe Orman
, Alaina Reed-Hall
, Aram Chowdhury
",English,"[' Family', ' ', None, None, None]",English, Children's Television Workshop (CTW),
90,6.2,He Makes Me Feel Like Dancin' (1983) - IMDb,"
                    "," Jacques d'Amboise
, Judy Collins
, Kevin Kline
, Tom McCaffrey
, Lee Norris
",English,"[' Documentary', ' ', None, None, None]",English, Edgar J. Scherick Associates,
"9,848",6.7,Airwolf (TV Series 1984–1986) - IMDb,"
                    As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter.
            "," Jan-Michael Vincent
, Alex Cord
, Ernest Borgnine
, Jean Bruce Scott
",USA,"[' Action', ' Adventure', ' Sci-Fi', None, None]",USA, Belisarius Productions,"Monument Valley, Arizona, USA"
200,7.8,Celebrity (TV Mini-Series 1984) - IMDb,"
                    Follows the life of three friends, T.J., Mack and Kleber. When they were young, something happened that would haunt them for the rest of their lives and they would each achieve notoriety in...
                    "," Ned Beatty
, Claude Akins
, Dinah Manoff
, Debbie Allen
, Jennifer Warren
, Hal Holbrook
, Michael Beck
, Joseph Bottoms
, Ben Masters
, James Whitmore
, Tess Harper
, Karen Austin
, Bonnie Bartlett
, Rhonda Dotson
, Jerry Hardin
, Peter Nelson
, Anne Haney
, Stephen Pearlman
, Kelli Maroney
, River Phoenix
, Benjamin Leighton Armstrong
, Mary Armstrong
, Nora Boland
, J.P. Bumstead
, Kathleen Coyne
, Ted Demers
, James Edgcomb
, Howard Goodwin
, Gordon Haight
, Annie Heller-Gutwillig
, Jay Louden
, Jack Lucarelli
, John Morrissey
, Fred Ponzlov
, John Walsh
, Lesa Weis
",English,"[' Drama', ' ', None, None, None]",English, NBC Productions,
55,6.3,The Kennedy Center Honors: A Celebration of the Performing Arts (1983) - IMDb,"
                    "," Walter Cronkite
, Katherine Dunham
, Elia Kazan
, Frank Sinatra
, James Stewart
, Virgil Thomson
, Mikhail Baryshnikov
, Warren Beatty
, Art Buchwald
, Carol Burnett
, Perry Como
, Carmen De Lavallade
, Agnes de Mille
, Angie Dickinson
, Geoffrey Holder
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
6,6.0,On Stage America (TV Series 1984– ) - IMDb,"
                    "," Garry McDonald
, Randi Oakes
, Susie Coelho
, Dottie Archibald
, John Barbour
, Gallagher
, Mickey Gilley
, Sam Harris
, Peggy Lee
, Ronn Lucas
, Ben Vereen
",English,"[None, None, None, None, None]", Add content advisory for parents, Metromedia Productions, Metromedia Productions
14,9.0,Body and Soul (TV Movie 1984) - IMDb,"
                    Lynda Carter's fifth variety special.
            "," Lynda Carter
, Eddie Rabbitt
, Ben Vereen
, The Walter Painter Dancers
",English,"[' Comedy', ' Family', None, None, None]",English, Don Mischer Productions, Don Mischer Productions
103,5.9,The 56th Annual Academy Awards (1984) - IMDb,"
                    An international recognition of excellence in cinematic achievements and technical merits of the film industry in the year of 1983.
            "," Johnny Carson
, Jane Alexander
, Gene Allen
, Herb Alpert
, Emile Ardolino
, Anna Asp
, Richard Attenborough
, Kevin Bacon
, Binnie Barnes
, Jennifer Beals
, Mark Berger
, Alan Bergman
, Ingrid Bergman
, Marilyn Bergman
, Jay Boekelheide
",English,"[' Documentary', ' ', None, None, None]",English, Academy of Motion Picture Arts and Sciences (AMPAS),
,,Live... And in Person (TV Series 1983– ) - IMDb,"
                    "," Sandy Gallin
, Dolly Parton
, Kenny Rogers
, Lily Tomlin
",English,"[' Music', None, None, None, None]",English,IMDbPro,
155,6.9,The Master of Ballantrae (TV Movie 1984) - IMDb,"
                    The story of two brothers, Scottish noblemen whose family is torn apart by the Jacobite rising of 1745.
            "," John Gielgud
, Ian Richardson
, Finola Hughes
, Nickolas Grace
, Brian Blessed
, Ed Bishop
, Nick Brimble
, Brian Coburn
, James Cosmo
, Timothy Dalton
, Pavel Douglas
, Richard Driscoll
, Donald Eccles
, John Hallam
, Don Henderson
",English,"[' Adventure', ' ', None, None, None]",English, Columbia Pictures Television,
220,6.4,The Duck Factory (TV Series 1984) - IMDb,"
                    Skip Tarkenton is a young animator who's just started with a low-budget animation company that produces ""The Dippy Duck Show."" As new guy, Skip is often the brunt of office politics, and ...
                    "," Jim Carrey
, Julie Payne
, Nancy Lane
, Jay Tarses
, Clarence Gilyard Jr.
, Don Messick
, Teresa Ganzel
, Jack Gilford
",English,"[' Comedy', ' ', None, None, None]",English, MTM Enterprises,
"1,342",5.0,Invitation to Hell (TV Movie 1984) - IMDb,"
                    A family moves to a suburban town only to be coerced into joining a suspicious club.
            "," Robert Urich
, Joanna Cassidy
, Susan Lucci
, Joe Regalbuto
, Kevin McCarthy
, Patty McCormack
, Bill Erwin
, Soleil Moon Frye
, Barret Oliver
, Nicholas Worth
, Virginia Vincent
, Greg Monaghan
, Lois Hamilton
, Cal Bartlett
, Anne Marie McEvoy
",English,"[' Horror', ' Sci-Fi', ' Thriller', None, None]",English, Moonlight Productions,
384,6.8,A Streetcar Named Desire (TV Movie 1984) - IMDb,"
                    Blanche Dubois goes to visit her pregnant sister and husband Stanley in New Orleans. Stanley doesn't like her, and starts pushing her for information on some property he knows was left to ...
                    "," Ann-Margret
, Treat Williams
, Beverly D'Angelo
, Randy Quaid
, Erica Yohn
, Rafael Campos
, Ric Mancini
, Fred Sadoff
, Elsa Raven
, Tina Menard
, Raphael Sbarge
, Dan Hewitt Owens
",English,"[' Drama', ' ', None, None, None]",English, Keith Barish Productions,
88,7.3,The Soldier's Tale (1984) - IMDb,"
                    A soldier, returning home from war, chances upon a stranger who offers to buy his violin, the stranger is none other than the devil.
            "," Max von Sydow
, Dusan Makavejev
, Galina Panova
, Andre Gregory
, Theodore Gottlieb
, Mike Mearian
",English,"[' Animation', None, None, None, None]",English, R.O. Blechman Inc., R.O. Blechman Inc.
"1,474",8.2,Chiefs (TV Mini-Series 1983) - IMDb,"
                    Three generations of police chiefs for a southern town go about their jobs while a serial murderer operates.
            "," Charlton Heston
, Keith Carradine
, Stephen Collins
, Brad Davis
, Tess Harper
, Wayne Rogers
, Paul Sorvino
, Victoria Tennant
, Billy Dee Williams
, Lane Smith
, Leo Burmester
, Kaiulani Lee
, Novella Nelson
, J. Kenneth Campbell
, James Brown Henderson
, Leon Rippy
",English,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",English, Highgate Pictures,
581,7.1,"It's Flashbeagle, Charlie Brown (TV Short 1984) - IMDb","
                    Snoopy assumes the alter ego of insanely hot and charismatic dance machine Flashbeagle. Meanwhile, Sally pines for Linus and Lucy bosses everyone around.
            "," Fergie
, Gary Goren
, Gini Holtzman
, Keri Houlihan
, Brett Johnson
, Bill Melendez
, Desirée Goyette
, Joey Scarbury
, Kevin Brando
, Joe Chemay
, Brad Kesten
, David Wagner
, Jessica Lee Smith
",English," Animation, , Comedy, Family, Musical",English, Lee Mendelson Film Productions,
20,7.0,The Smurfic Games (TV Short 1983) - IMDb,"
                    "," Michael Bell
, Lucille Bliss
, William Callaway
, Hamilton Camp
, Julie McWhirter
, June Foray
, Danny Goldman
, Kip King
, Don Messick
, Alan Oppenheimer
, Lennie Weinrib
, Frank Welker
, Paul Winchell
",English,"[' Animation', ' ', ' Family', None, None]",English, Hanna-Barbera Productions,
75,6.9,A Disney Christmas Gift (1983) - IMDb,"
                    Compilation of eight segments tied to Christmas or winter in some small or big way from eight Disney features and shorts. Between the segments shots from Disneyland and of Disney toys are shown while narrators sing about the next clip.
            "," Kenny Baker
, Kathryn Beaumont
, Peter Behn
, Ruth Clifford
, Paul Collins
, Bobby Driscoll
, Donnie Dunagan
, Verna Felton
, Dessie Flynn
, Frances Langford
, Tommy Luske
, James MacDonald
, Clarence Nash
, Helen Seibert
, Rickie Sorensen
",English,"[' Animation', ' ', ' Family', ' Fantasy', None]",English, Walt Disney Productions, Walt Disney Productions
605,7.8,Garfield on the Town (TV Short 1983) - IMDb,"
                    Garfield escapes from the car on a trip to the vet and finds the place where he grew up.
            "," Lorenzo Music
, Thom Huge
, George Wendt
, Gregg Berger
, Sandi Huge
, Julie Payne
, C. Lindsay Workman
, Allyce Beasley
, Desirée Goyette
",English,"[' Animation', ' ', ' Comedy', ' Family', None]",English, United Media Productions,
15,5.7,Two Marriages (TV Series 1983–1984) - IMDb,"
                    This series follows two families, the Daleys and the Armstrongs, who are neighbors. The Daleys are a blended family, Ann is a construction engineer who has a son Scott from a previous ...
                    "," Louanne
",English,"[' Drama', ' ', None, None, None]",English, Lorimar Productions,
,,Here's Television Entertainment (TV Movie 1983) - IMDb,"
                    "," Steve Allen
, Burt Bacharach
, Carole Bayer Sager
, Carol Burnett
, Dick Clark
, Bob Hope
, Michael Landon
, Marie Osmond
, Patti Page
, Dinah Shore
, Ben Vereen
, Dionne Warwick
",English,"[' Music', None, None, None, None]",English,IMDbPro,
,,The Stars Salute the U.S. Olympic Team (1984) - IMDb,"
                    "," Debbie Allen
, Warren Beatty
, Barbi Benton
, George Burns
, Dyan Cannon
, Morgan Fairchild
, Kim Fields
, Jane Fonda
, Crystal Gayle
, Merle Haggard
, Lisa Hartman
, Tom Hayden
, Charlton Heston
, Bob Hope
, Caitlyn Jenner
",English,"[' Reality-TV', None, None, None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
5,8.8,Perry Como's Christmas in New York (1983) - IMDb,"
                    Corny, schmaltzy Christmas special takes place in the Big Apple on Christmas Eve. While shopping at landmark New York food establishments Perry draws numerous contrasts between Italians and...
                    "," Perry Como
, Michele Lee
, Sarah Litzsinger
, The Peppercorn Players
, Anton Evangelista
, The St. Patrick's Cathedral Choir
",USA,"[' Music', ' ', None, None, None]",USA, Jeff Margolis Productions,
13,9.2,Burnett Discovers Domingo (1984) - IMDb,"
                    "," Carol Burnett
, Plácido Domingo
, The Don Crichton Dancers
",English,"[' Musical', None, None, None, None]",English,IMDbPro,
24,7.0,The Magic of David Copperfield VI: Floating Over the Grand Canyon (1984) - IMDb,"
                    This is the 6th CBS Copperfield TV special, introduced by the host "," David Copperfield
, Ricardo Montalban
, Bonnie Tyler
, Heather Thomas
",English,"[' Comedy', ' Family', ' Fantasy', ' Music', None]",English, The Cates Brothers Company,
,,Screen Actors Guild 50th Anniversary Celebration (1984) - IMDb,"
                    "," Ken Grant
, Cloris Leachman
, Jack Lemmon
, Susan Saiger
, William Windom
",English,"[' ', None, None, None, None]",English,IMDbPro,
42,6.5,Mr. Smith (TV Series 1983– ) - IMDb,"
                    An orangutan accidentally raised to genius human-level intelligence secretly works in Washington, DC as a political adviser.
            "," Leonard Frey
, Tim Dunigan
, Terri Garber
, Laura Jacoby
, Stuart Margolin
, Ed. Weinberger
",English,"[' Comedy', ' ', None, None, None]",English, Paramount Television, Paramount Television
414,7.3,Master of the Game (TV Mini-Series 1984) - IMDb,"
                    Elderly Kate Blackwell looks back at her family's life beginning with her Scottish father Jamie McGregor's journey to South Africa to make his fortune in diamonds. The family history is ...
                    "," Dyan Cannon
, Harry Hamlin
, Ian Charleson
, Cliff De Young
, Fernando Allende
, Liane Langland
, Donald Pleasence
, Cherie Lunghi
, Jean Marsh
, Barry Morse
, Johnny Sekka
, Angharad Rees
, Maryam d'Abo
, David Suchet
, Leslie Caron
, David Birney
, Christopher Muncke
",English,"[' Drama', ' ', None, None, None]",English, CBS,
513,6.7,Something About Amelia (TV Movie 1984) - IMDb,"
                    Counseling helps family deal with the discovery that their child was sexually abused by the closest relative.
            "," Ted Danson
, Glenn Close
, Olivia Cole
, Roxana Zal
, Lane Smith
, Jane Kaczmarek
, Melissa Francis
, Kevin Conway
, Matthew Faison
, James Carrington
, Mark Withers
, Michael Bond
, Ed Call
, Robert Hitt
, Keri Montgomery
",English,"[' Drama', ' ', None, None, None]",English, ABC Circle Films,
